Term,Asymptomatic,Symptomatic
Ventricular Cardiac Muscle Tissue Morphogenesis,1.0,3.3106465726786585
Ventricular Compact Myocardium Morphogenesis,1.0,3.9727758872143903
Ventricular Septum Development,1.0,2.6485172581429266
Ventricular Septum Morphogenesis,1.0,2.452330794576784
Ventricular Trabecula Myocardium Morphogenesis,1.0,3.7835960830613233
Vesicle Cytoskeletal Trafficking,1.0,2.135901014631392
Vesicle Transport Along Microtubule,1.0,2.979581915410793
Vesicle-Mediated Transport,1.0,1.2924446079526293
Wnt Signaling Pathway,1.0,1.7424455645677148
Wound Healing,1.0,1.891798041530662
"Wound Healing, Spreading Of Cells",1.0,3.3106465726786585
"Wound Healing, Spreading Of Epidermal Cells",1.0,3.7835960830613233
mRNA Metabolic Process,1.0,1.5853800488883716
mRNA Processing,1.0,1.2954703980046924
"mRNA Splicing, Via Spliceosome",1.0,1.4552292627158938
mRNA Stabilization,1.0,2.482984929508994
mRNA Transcription,1.0,1.820855614973262
miRNA Processing,1.0,2.2832045328818333
post-Golgi Vesicle-Mediated Transport,1.0,2.1620549046064705
protein-DNA Complex Organization,1.0,2.482984929508994
protein-RNA Complex Assembly,1.0,1.4484078755469132
