Term,Asymptomatic,Symptomatic
Positive Regulation Of Heterotypic Cell-Cell Adhesion (GO:0034116),1.0,3.0
Positive Regulation Of Hippo Signaling (GO:0035332),4.0,4.0
Positive Regulation Of Histone Acetylation (GO:0035066),6.0,4.0
Positive Regulation Of Histone Deacetylation (GO:0031065),5.0,5.0
Positive Regulation Of Histone H3-K4 Methylation (GO:0051571),5.0,5.0
Positive Regulation Of Histone Methylation (GO:0031062),5.0,5.0
Positive Regulation Of Homotypic Cell-Cell Adhesion (GO:0034112),,3.0
Positive Regulation Of Hormone Metabolic Process (GO:0032352),4.0,4.0
Positive Regulation Of Hydrolase Activity (GO:0051345),5.0,8.0
Positive Regulation Of I-kappaB Phosphorylation (GO:1903721),1.0,3.0
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),4.0,7.0
Positive Regulation Of IRE1-mediated Unfolded Protein Response (GO:1903896),3.0,3.0
Positive Regulation Of Immune Effector Process (GO:0002699),1.0,2.0
Positive Regulation Of Immune Response (GO:0050778),,3.0
Positive Regulation Of Immune System Process (GO:0002684),2.0,4.0
Positive Regulation Of Immunoglobulin Mediated Immune Response (GO:0002891),5.0,5.0
Positive Regulation Of Immunoglobulin Production (GO:0002639),1.0,1.0
Positive Regulation Of Inflammatory Response (GO:0050729),4.0,7.0
Positive Regulation Of Innate Immune Response (GO:0045089),,4.0
Positive Regulation Of Insulin Receptor Signaling Pathway (GO:0046628),1.0,3.0
Positive Regulation Of Insulin Secretion (GO:0032024),1.0,2.0
Positive Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0035774),,1.0
Positive Regulation Of Integrin Activation (GO:0033625),1.0,1.0
Positive Regulation Of Interferon-Alpha Production (GO:0032727),4.0,5.0
Positive Regulation Of Interferon-Beta Production (GO:0032728),5.0,9.0
Positive Regulation Of Interleukin-1 Beta Production (GO:0032731),4.0,6.0
Positive Regulation Of Interleukin-1 Production (GO:0032732),3.0,5.0
Positive Regulation Of Interleukin-10 Production (GO:0032733),1.0,3.0
Positive Regulation Of Interleukin-12 Production (GO:0032735),2.0,4.0
Positive Regulation Of Interleukin-17 Production (GO:0032740),1.0,3.0
Positive Regulation Of Interleukin-2 Production (GO:0032743),4.0,7.0
Positive Regulation Of Interleukin-4 Production (GO:0032753),,1.0
Positive Regulation Of Interleukin-5 Production (GO:0032754),,1.0
Positive Regulation Of Interleukin-6 Production (GO:0032755),1.0,4.0
Positive Regulation Of Interleukin-8 Production (GO:0032757),4.0,7.0
Positive Regulation Of Intracellular Estrogen Receptor Signaling Pathway (GO:0033148),2.0,2.0
Positive Regulation Of Intracellular Protein Transport (GO:0090316),6.0,9.0
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),4.0,7.0
Positive Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033145),2.0,2.0
Positive Regulation Of Intracellular Transport (GO:0032388),,1.0
Positive Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001244),8.0,6.0
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),3.0,3.0
Positive Regulation Of Isotype Switching (GO:0045830),5.0,5.0
Positive Regulation Of JNK Cascade (GO:0046330),7.0,9.0
Positive Regulation Of JUN Kinase Activity (GO:0043507),6.0,9.0
Positive Regulation Of Keratinocyte Differentiation (GO:0045618),4.0,4.0
Positive Regulation Of Keratinocyte Migration (GO:0051549),1.0,2.0
Positive Regulation Of Kidney Development (GO:0090184),1.0,1.0
Positive Regulation Of Kinase Activity (GO:0033674),1.0,3.0
Positive Regulation Of Lamellipodium Assembly (GO:0010592),1.0,3.0
Positive Regulation Of Lamellipodium Organization (GO:1902745),1.0,3.0
Positive Regulation Of Leukocyte Adhesion To Vascular Endothelial Cell (GO:1904996),,1.0
Positive Regulation Of Leukocyte Apoptotic Process (GO:2000108),,1.0
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),,3.0
Positive Regulation Of Leukocyte Chemotaxis (GO:0002690),,2.0
Positive Regulation Of Leukocyte Degranulation (GO:0043302),1.0,3.0
Positive Regulation Of Leukocyte Differentiation (GO:1902107),,2.0
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),4.0,2.0
Positive Regulation Of Leukocyte Migration (GO:0002687),,2.0
Positive Regulation Of Leukocyte Proliferation (GO:0070665),1.0,3.0
Positive Regulation Of Ligase Activity (GO:0051351),2.0,2.0
Positive Regulation Of Lipase Activity (GO:0060193),,2.0
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),7.0,8.0
Positive Regulation Of Lipid Kinase Activity (GO:0090218),1.0,3.0
Positive Regulation Of Lipid Metabolic Process (GO:0045834),2.0,1.0
Positive Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031666),,1.0
Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006),1.0,1.0
Positive Regulation Of Lipoprotein Particle Clearance (GO:0010986),,1.0
Positive Regulation Of Long-Term Synaptic Potentiation (GO:1900273),1.0,1.0
Positive Regulation Of Lymphocyte Activation (GO:0051251),,3.0
Positive Regulation Of Lymphocyte Differentiation (GO:0045621),5.0,7.0
Positive Regulation Of Lymphocyte Migration (GO:2000403),1.0,2.0
Positive Regulation Of Lymphocyte Proliferation (GO:0050671),1.0,3.0
Positive Regulation Of MAP Kinase Activity (GO:0043406),3.0,5.0
Positive Regulation Of MAPK Cascade (GO:0043410),1.0,3.0
Positive Regulation Of MHC Class II Biosynthetic Process (GO:0045348),5.0,5.0
Positive Regulation Of Macroautophagy (GO:0016239),4.0,6.0
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557),10.0,9.0
Positive Regulation Of Macromolecule Metabolic Process (GO:0010604),8.0,11.0
Positive Regulation Of Macrophage Chemotaxis (GO:0010759),5.0,7.0
Positive Regulation Of Macrophage Derived Foam Cell Differentiation (GO:0010744),,1.0
Positive Regulation Of Macrophage Migration (GO:1905523),,2.0
Positive Regulation Of Male Gonad Development (GO:2000020),1.0,1.0
Positive Regulation Of Mast Cell Degranulation (GO:0043306),,2.0
Positive Regulation Of Membrane Potential (GO:0045838),4.0,4.0
Positive Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051044),1.0,5.0
Positive Regulation Of Mesenchymal Cell Proliferation (GO:0002053),,1.0
Positive Regulation Of Metabolic Process (GO:0009893),3.0,5.0
Positive Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902101),4.0,5.0
Positive Regulation Of Microtubule Nucleation (GO:0090063),2.0,2.0
Positive Regulation Of Microtubule Polymerization (GO:0031116),5.0,9.0
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),4.0,7.0
Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561),4.0,2.0
Positive Regulation Of Mitochondrial Fission (GO:0090141),2.0,4.0
Positive Regulation Of Mitochondrial Membrane Permeability (GO:0035794),1.0,1.0
Positive Regulation Of Mitochondrial Membrane Potential (GO:0010918),4.0,5.0
Positive Regulation Of Mitochondrial Outer Membrane Permeabilization Involved In Apoptotic Signaling Pathway (GO:1901030),3.0,3.0
Positive Regulation Of Mitochondrial Translation (GO:0070131),4.0,1.0
Positive Regulation Of Mitochondrion Organization (GO:0010822),5.0,7.0
Positive Regulation Of Mitophagy (GO:1901526),3.0,3.0
Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779),3.0,4.0
Positive Regulation Of Mitotic Cell Cycle (GO:0045931),6.0,6.0
Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),7.0,8.0
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267),5.0,5.0
Positive Regulation Of Mitotic Cytokinesis (GO:1903490),2.0,2.0
Positive Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0045842),4.0,5.0
Positive Regulation Of Mitotic Nuclear Division (GO:0045840),4.0,6.0
Positive Regulation Of Mitotic Sister Chromatid Separation (GO:1901970),5.0,6.0
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),6.0,5.0
Positive Regulation Of Monocyte Chemotactic Protein-1 Production (GO:0071639),,2.0
Positive Regulation Of Monocyte Differentiation (GO:0045657),,1.0
Positive Regulation Of Monooxygenase Activity (GO:0032770),1.0,1.0
Positive Regulation Of Multicellular Organismal Process (GO:0051240),5.0,7.0
Positive Regulation Of Myeloid Cell Apoptotic Process (GO:0033034),1.0,1.0
Positive Regulation Of Myeloid Cell Differentiation (GO:0045639),3.0,5.0
Positive Regulation Of Myeloid Leukocyte Cytokine Production Involved In Immune Response (GO:0061081),,1.0
Positive Regulation Of Myeloid Leukocyte Differentiation (GO:0002763),1.0,1.0
Positive Regulation Of Myeloid Leukocyte Mediated Immunity (GO:0002888),1.0,2.0
Positive Regulation Of Myoblast Differentiation (GO:0045663),5.0,5.0
Positive Regulation Of Myoblast Fusion (GO:1901741),,1.0
Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),4.0,7.0
Positive Regulation Of NIK/NF-kappaB Signaling (GO:1901224),4.0,7.0
Positive Regulation Of NLRP3 Inflammasome Complex Assembly (GO:1900227),1.0,3.0
Positive Regulation Of Natural Killer Cell Cytokine Production (GO:0002729),1.0,1.0
Positive Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045954),2.0,2.0
Positive Regulation Of Natural Killer Cell Mediated Immunity (GO:0002717),3.0,2.0
Positive Regulation Of Necroptotic Process (GO:0060545),3.0,4.0
Positive Regulation Of Nervous System Development (GO:0051962),,2.0
Positive Regulation Of Neural Precursor Cell Proliferation (GO:2000179),1.0,2.0
Positive Regulation Of Neuroblast Proliferation (GO:0002052),,3.0
Positive Regulation Of Neurogenesis (GO:0050769),,3.0
Positive Regulation Of Neuron Apoptotic Process (GO:0043525),4.0,5.0
Positive Regulation Of Neuron Death (GO:1901216),4.0,6.0
Positive Regulation Of Neuron Differentiation (GO:0045666),5.0,6.0
Positive Regulation Of Neuron Projection Development (GO:0010976),1.0,3.0
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023),,2.0
Positive Regulation Of Neutrophil Migration (GO:1902624),,1.0
Positive Regulation Of Nitric Oxide Biosynthetic Process (GO:0045429),1.0,1.0
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1.0,1.0
Positive Regulation Of Nitric-Oxide Synthase Biosynthetic Process (GO:0051770),1.0,3.0
Positive Regulation Of Nitrogen Compound Metabolic Process (GO:0051173),3.0,4.0
Positive Regulation Of Notch Signaling Pathway (GO:0045747),1.0,1.0
Positive Regulation Of Nuclear Cell Cycle DNA Replication (GO:0010571),9.0,9.0
Positive Regulation Of Nuclear Division (GO:0051785),,2.0
"Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)",2.0,2.0
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213),3.0,2.0
Positive Regulation Of Nucleic Acid-Templated Transcription (GO:1903508),5.0,9.0
Positive Regulation Of Nucleocytoplasmic Transport (GO:0046824),10.0,9.0
Positive Regulation Of Opsonization (GO:1903028),1.0,2.0
Positive Regulation Of Organelle Assembly (GO:1902117),2.0,5.0
Positive Regulation Of Organelle Organization (GO:0010638),2.0,3.0
Positive Regulation Of Oxidoreductase Activity (GO:0051353),4.0,1.0
Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation (GO:0010862),1.0,
Positive Regulation Of Pattern Recognition Receptor Signaling Pathway (GO:0062208),1.0,2.0
Positive Regulation Of Peptidase Activity (GO:0010952),3.0,4.0
Positive Regulation Of Peptide Secretion (GO:0002793),,2.0
Positive Regulation Of Peptidyl-Lysine Acetylation (GO:2000758),5.0,4.0
Positive Regulation Of Peptidyl-Serine Phosphorylation (GO:0033138),5.0,9.0
Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141),1.0,2.0
Positive Regulation Of Peptidyl-Threonine Phosphorylation (GO:0010800),4.0,4.0
Positive Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050731),1.0,3.0
Positive Regulation Of Phagocytosis (GO:0050766),4.0,7.0
Positive Regulation Of Phosphatase Activity (GO:0010922),1.0,2.0
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),4.0,7.0
Positive Regulation Of Phosphatidylinositol 3-Kinase Activity (GO:0043552),1.0,3.0
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068),1.0,3.0
Positive Regulation Of Phospholipase Activity (GO:0010518),1.0,3.0
Positive Regulation Of Phospholipase C Activity (GO:0010863),1.0,3.0
Positive Regulation Of Phospholipid Transport (GO:2001140),,1.0
Positive Regulation Of Phosphoprotein Phosphatase Activity (GO:0032516),1.0,1.0
Positive Regulation Of Phosphorylation (GO:0042327),4.0,9.0
Positive Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120034),2.0,5.0
Positive Regulation Of Positive Chemotaxis (GO:0050927),,2.0
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370),3.0,1.0
Positive Regulation Of Potassium Ion Transport (GO:0043268),2.0,2.0
Positive Regulation Of Production Of Molecular Mediator Of Immune Response (GO:0002702),,1.0
Positive Regulation Of Programmed Cell Death (GO:0043068),7.0,9.0
Positive Regulation Of Programmed Necrotic Cell Death (GO:0062100),3.0,4.0
Positive Regulation Of Proteasomal Protein Catabolic Process (GO:1901800),15.0,15.0
Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),8.0,9.0
Positive Regulation Of Protein Autophosphorylation (GO:0031954),1.0,3.0
Positive Regulation Of Protein Binding (GO:0032092),4.0,8.0
Positive Regulation Of Protein Catabolic Process (GO:0045732),6.0,11.0
Positive Regulation Of Protein Deacetylation (GO:0090312),5.0,5.0
Positive Regulation Of Protein Dephosphorylation (GO:0035307),3.0,3.0
Positive Regulation Of Protein Exit From Endoplasmic Reticulum (GO:0070863),4.0,4.0
Positive Regulation Of Protein Import Into Nucleus (GO:0042307),3.0,3.0
Positive Regulation Of Protein K63-linked Ubiquitination (GO:1902523),4.0,5.0
Positive Regulation Of Protein Kinase Activity (GO:0045860),4.0,6.0
Positive Regulation Of Protein Kinase B Signaling (GO:0051897),1.0,3.0
Positive Regulation Of Protein Localization (GO:1903829),8.0,13.0
Positive Regulation Of Protein Localization To Cajal Body (GO:1904871),7.0,6.0
Positive Regulation Of Protein Localization To Cell Periphery (GO:1904377),6.0,10.0
Positive Regulation Of Protein Localization To Cell Surface (GO:2000010),4.0,3.0
Positive Regulation Of Protein Localization To Centrosome (GO:1904781),1.0,2.0
"Positive Regulation Of Protein Localization To Chromosome, Telomeric Region (GO:1904816)",5.0,6.0
Positive Regulation Of Protein Localization To Cilium (GO:1903566),,1.0
Positive Regulation Of Protein Localization To Early Endosome (GO:1902966),1.0,3.0
Positive Regulation Of Protein Localization To Endosome (GO:1905668),1.0,3.0
Positive Regulation Of Protein Localization To Membrane (GO:1905477),9.0,13.0
Positive Regulation Of Protein Localization To Nucleus (GO:1900182),8.0,9.0
Positive Regulation Of Protein Localization To Plasma Membrane (GO:1903078),6.0,10.0
Positive Regulation Of Protein Metabolic Process (GO:0051247),14.0,13.0
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),11.0,12.0
Positive Regulation Of Protein Modification Process (GO:0031401),4.0,9.0
Positive Regulation Of Protein Phosphorylation (GO:0001934),5.0,8.0
Positive Regulation Of Protein Polymerization (GO:0032273),5.0,8.0
Positive Regulation Of Protein Polyubiquitination (GO:1902916),4.0,5.0
Positive Regulation Of Protein Processing (GO:0010954),1.0,1.0
Positive Regulation Of Protein Secretion (GO:0050714),1.0,3.0
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),4.0,6.0
Positive Regulation Of Protein Sumoylation (GO:0033235),3.0,3.0
Positive Regulation Of Protein Targeting To Membrane (GO:0090314),3.0,4.0
Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),5.0,6.0
Positive Regulation Of Protein Transport (GO:0051222),1.0,4.0
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098),2.0,4.0
Positive Regulation Of Protein Ubiquitination (GO:0031398),10.0,11.0
Positive Regulation Of Protein-Containing Complex Assembly (GO:0031334),7.0,10.0
Positive Regulation Of Proteolysis (GO:0045862),4.0,7.0
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),5.0,6.0
Positive Regulation Of Pseudopodium Assembly (GO:0031274),1.0,2.0
Positive Regulation Of Purine Nucleotide Biosynthetic Process (GO:1900373),,1.0
Positive Regulation Of Pyruvate Dehydrogenase Activity (GO:1904184),,1.0
Positive Regulation Of RIG-I Signaling Pathway (GO:1900246),5.0,1.0
Positive Regulation Of RNA Binding (GO:1905216),3.0,1.0
Positive Regulation Of RNA Metabolic Process (GO:0051254),5.0,1.0
Positive Regulation Of RNA Splicing (GO:0033120),5.0,4.0
Positive Regulation Of Ras Protein Signal Transduction (GO:0046579),,1.0
Positive Regulation Of Reactive Oxygen Species Biosynthetic Process (GO:1903428),,2.0
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),2.0,4.0
Positive Regulation Of Receptor Binding (GO:1900122),,1.0
Positive Regulation Of Receptor Catabolic Process (GO:2000646),,1.0
Positive Regulation Of Receptor Internalization (GO:0002092),1.0,3.0
Positive Regulation Of Receptor Recycling (GO:0001921),3.0,4.0
Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT (GO:0046427),1.0,3.0
Positive Regulation Of Receptor Signaling Pathway Via STAT (GO:1904894),,2.0
Positive Regulation Of Receptor-Mediated Endocytosis (GO:0048260),1.0,3.0
Positive Regulation Of Regulated Secretory Pathway (GO:1903307),2.0,1.0
Positive Regulation Of Release Of Cytochrome C From Mitochondria (GO:0090200),5.0,7.0
Positive Regulation Of Response To Biotic Stimulus (GO:0002833),,5.0
Positive Regulation Of Response To Endoplasmic Reticulum Stress (GO:1905898),4.0,5.0
Positive Regulation Of Response To External Stimulus (GO:0032103),4.0,7.0
Positive Regulation Of Response To Stimulus (GO:0048584),9.0,11.0
Positive Regulation Of Response To Wounding (GO:1903036),2.0,3.0
Positive Regulation Of Rho Protein Signal Transduction (GO:0035025),1.0,
Positive Regulation Of Ruffle Assembly (GO:1900029),,1.0
Positive Regulation Of Secretion (GO:0051047),,1.0
Positive Regulation Of Secretion By Cell (GO:1903532),4.0,7.0
Positive Regulation Of Signal Transduction (GO:0009967),2.0,4.0
Positive Regulation Of Signal Transduction By P53 Class Mediator (GO:1901798),6.0,2.0
Positive Regulation Of Signaling (GO:0023056),1.0,1.0
Positive Regulation Of Signaling Receptor Activity (GO:2000273),1.0,1.0
Positive Regulation Of Skeletal Muscle Fiber Development (GO:0048743),1.0,1.0
Positive Regulation Of Small GTPase Mediated Signal Transduction (GO:0051057),,2.0
Positive Regulation Of Small Molecule Metabolic Process (GO:0062013),5.0,7.0
Positive Regulation Of Smooth Muscle Cell Migration (GO:0014911),,1.0
Positive Regulation Of Smooth Muscle Cell Proliferation (GO:0048661),,1.0
Positive Regulation Of Smoothened Signaling Pathway (GO:0045880),1.0,1.0
Positive Regulation Of Sodium Ion Transmembrane Transport (GO:1902307),2.0,3.0
Positive Regulation Of Sodium Ion Transmembrane Transporter Activity (GO:2000651),3.0,4.0
Positive Regulation Of Sodium Ion Transport (GO:0010765),3.0,3.0
Positive Regulation Of Spindle Assembly (GO:1905832),1.0,3.0
Positive Regulation Of Spindle Checkpoint (GO:0090232),5.0,5.0
Positive Regulation Of Sprouting Angiogenesis (GO:1903672),1.0,3.0
Positive Regulation Of Stem Cell Differentiation (GO:2000738),3.0,3.0
Positive Regulation Of Stem Cell Population Maintenance (GO:1902459),5.0,5.0
Positive Regulation Of Stem Cell Proliferation (GO:2000648),5.0,5.0
Positive Regulation Of Stress Fiber Assembly (GO:0051496),4.0,6.0
Positive Regulation Of Stress-Activated MAPK Cascade (GO:0032874),7.0,10.0
Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304),3.0,3.0
Positive Regulation Of Striated Muscle Cell Differentiation (GO:0051155),1.0,1.0
Positive Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900026),3.0,5.0
Positive Regulation Of Supramolecular Fiber Organization (GO:1902905),5.0,9.0
Positive Regulation Of Synapse Assembly (GO:0051965),1.0,1.0
Positive Regulation Of Synapse Maturation (GO:0090129),2.0,2.0
Positive Regulation Of Synaptic Plasticity (GO:0031915),1.0,1.0
Positive Regulation Of Synaptic Transmission (GO:0050806),1.0,1.0
"Positive Regulation Of Synaptic Transmission, GABAergic (GO:0032230)",1.0,
"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",1.0,
Positive Regulation Of Syncytium Formation By Plasma Membrane Fusion (GO:0060143),,2.0
Positive Regulation Of T Cell Activation (GO:0050870),5.0,7.0
Positive Regulation Of T Cell Cytokine Production (GO:0002726),3.0,4.0
Positive Regulation Of T Cell Differentiation (GO:0045582),5.0,7.0
Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),4.0,2.0
Positive Regulation Of T Cell Mediated Immunity (GO:0002711),3.0,1.0
Positive Regulation Of T Cell Proliferation (GO:0042102),1.0,3.0
Positive Regulation Of T-helper Cell Differentiation (GO:0045624),4.0,4.0
Positive Regulation Of TOR Signaling (GO:0032008),5.0,6.0
Positive Regulation Of TORC1 Signaling (GO:1904263),1.0,2.0
Positive Regulation Of Tau-Protein Kinase Activity (GO:1902949),1.0,1.0
Positive Regulation Of Telomerase Activity (GO:0051973),8.0,7.0
Positive Regulation Of Telomerase RNA Localization To Cajal Body (GO:1904874),10.0,9.0
Positive Regulation Of Telomere Capping (GO:1904355),3.0,4.0
Positive Regulation Of Telomere Maintenance (GO:0032206),8.0,8.0
Positive Regulation Of Telomere Maintenance In Response To DNA Damage (GO:1904507),9.0,9.0
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),5.0,7.0
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),7.0,9.0
Positive Regulation Of Tissue Remodeling (GO:0034105),,1.0
Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145),,1.0
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943),8.0,5.0
Positive Regulation Of Transcription By RNA Polymerase II (GO:0045944),9.0,13.0
Positive Regulation Of Transcription By RNA Polymerase III (GO:0045945),4.0,7.0
Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),1.0,5.0
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Endoplasmic Reticulum Stress (GO:1990440),4.0,4.0
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003),5.0,5.0
Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus (GO:1901522),4.0,4.0
Positive Regulation Of Transcription Initiation By RNA Polymerase II (GO:0060261),2.0,6.0
Positive Regulation Of Transcription Of Notch Receptor Target (GO:0007221),5.0,5.0
Positive Regulation Of Transcription Of Nucleolar Large rRNA By RNA Polymerase I (GO:1901838),5.0,1.0
Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679),4.0,4.0
Positive Regulation Of Transferase Activity (GO:0051347),7.0,10.0
Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030511),7.0,8.0
Positive Regulation Of Translation (GO:0045727),14.0,8.0
Positive Regulation Of Translational Initiation (GO:0045948),6.0,2.0
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100),4.0,3.0
Positive Regulation Of Transmembrane Transport (GO:0034764),4.0,3.0
Positive Regulation Of Transport (GO:0051050),4.0,7.0
Positive Regulation Of Transporter Activity (GO:0032411),1.0,1.0
Positive Regulation Of Triglyceride Biosynthetic Process (GO:0010867),,1.0
Positive Regulation Of Triglyceride Lipase Activity (GO:0061365),1.0,1.0
Positive Regulation Of Triglyceride Metabolic Process (GO:0090208),,1.0
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),1.0,4.0
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557),1.0,5.0
Positive Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265),3.0,4.0
Positive Regulation Of Type I Interferon Production (GO:0032481),9.0,12.0
Positive Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060340),,1.0
Positive Regulation Of Type II Interferon Production (GO:0032729),1.0,3.0
Positive Regulation Of Tyrosine Phosphorylation Of STAT Protein (GO:0042531),1.0,3.0
Positive Regulation Of Ubiquitin Protein Ligase Activity (GO:1904668),4.0,5.0
Positive Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000060),15.0,16.0
Positive Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051443),6.0,7.0
Positive Regulation Of Vacuole Organization (GO:0044090),1.0,3.0
Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754),,2.0
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707),,1.0
Positive Regulation Of Vascular Endothelial Cell Proliferation (GO:1905564),1.0,1.0
Positive Regulation Of Vascular Endothelial Growth Factor Production (GO:0010575),,1.0
Positive Regulation Of Vascular Endothelial Growth Factor Receptor Signaling Pathway (GO:0030949),1.0,3.0
Positive Regulation Of Vascular Permeability (GO:0043117),2.0,2.0
Positive Regulation Of Vasculature Development (GO:1904018),2.0,3.0
Positive Regulation Of Vasculogenesis (GO:2001214),,1.0
Positive Regulation Of Vasoconstriction (GO:0045907),,1.0
Positive Regulation Of Vesicle Fusion (GO:0031340),2.0,3.0
Positive Regulation Of Viral Genome Replication (GO:0045070),5.0,2.0
Positive Regulation Of Viral Life Cycle (GO:1903902),,1.0
Positive Regulation Of Viral Process (GO:0048524),5.0,1.0
Positive Regulation Of Voltage-Gated Calcium Channel Activity (GO:1901387),3.0,3.0
Positive Regulation Of Wnt Signaling Pathway (GO:0030177),6.0,7.0
Positive Regulation Of Wound Healing (GO:0090303),1.0,1.0
Positive Regulation Of mRNA 3'-End Processing (GO:0031442),3.0,2.0
Positive Regulation Of mRNA Binding (GO:1902416),5.0,2.0
Positive Regulation Of mRNA Catabolic Process (GO:0061014),6.0,4.0
Positive Regulation Of mRNA Metabolic Process (GO:1903313),5.0,1.0
Positive Regulation Of mRNA Processing (GO:0050685),3.0,2.0
"Positive Regulation Of mRNA Splicing, Via Spliceosome (GO:0048026)",3.0,2.0
Positive Regulation Of miRNA Metabolic Process (GO:2000630),6.0,5.0
Positive Regulation Of miRNA Transcription (GO:1902895),6.0,5.0
Positive Regulation Of miRNA-mediated Gene Silencing (GO:2000637),3.0,1.0
Positive Regulation Of p38MAPK Cascade (GO:1900745),1.0,1.0
Positive Regulation Of rRNA Processing (GO:2000234),5.0,1.0
Post-Transcriptional Gene Silencing (GO:0016441),5.0,1.0
Post-Transcriptional Regulation Of Gene Expression (GO:0010608),10.0,7.0
Post-Translational Protein Modification (GO:0043687),6.0,6.0
Post-Translational Protein Targeting To Endoplasmic Reticulum Membrane (GO:0006620),3.0,
"Post-Translational Protein Targeting To Membrane, Translocation (GO:0031204)",4.0,3.0
Postreplication Repair (GO:0006301),7.0,8.0
Postsynapse Assembly (GO:0099068),1.0,
Postsynapse Organization (GO:0099173),1.0,
Postsynaptic Density Organization (GO:0097106),1.0,1.0
Postsynaptic Membrane Assembly (GO:0097104),1.0,1.0
Postsynaptic Membrane Organization (GO:0001941),1.0,1.0
Potassium Ion Homeostasis (GO:0055075),5.0,4.0
Potassium Ion Transmembrane Transport (GO:0071805),6.0,4.0
Potassium Ion Transport (GO:0006813),4.0,2.0
