Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Regulation Of Protein Targeting To Membrane (GO:0090313),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,C2CD5,GO_Biological_Process_2023
Regulation Of Protein Transport (GO:0051223),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,NDFIP2,GO_Biological_Process_2023
Positive Regulation Of Defense Response To Virus By Host (GO:0002230),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,HSP90AA1,GO_Biological_Process_2023
Positive Regulation Of Fibroblast Proliferation (GO:0048146),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,BMI1,GO_Biological_Process_2023
Glycosaminoglycan Metabolic Process (GO:0030203),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,HS3ST3B1,GO_Biological_Process_2023
Positive Regulation Of Nitric Oxide Metabolic Process (GO:1904407),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,HSP90AA1,GO_Biological_Process_2023
Protein Insertion Into Mitochondrial Membrane (GO:0051204),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,HSP90AA1,GO_Biological_Process_2023
"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,SPRED1,GO_Biological_Process_2023
Negative Regulation Of Cation Channel Activity (GO:2001258),1/28,0.2049019991940686,0.3975449044192614,0,0,4.529035208047554,7.179532894028598,CALM2,GO_Biological_Process_2023
Neuron Projection Development (GO:0031175),3/192,0.2065742753287531,0.3978920813210929,0,0,1.9492063492063487,3.074084063747651,MAP1B;FRY;UHMK1,GO_Biological_Process_2023
Positive Regulation Of Inflammatory Response (GO:0050729),2/104,0.2080270871498827,0.3978920813210929,0,0,2.4034831323833883,3.7736775753944047,CD47;IL6ST,GO_Biological_Process_2023
Regulation Of Cell Differentiation (GO:0045595),3/193,0.2086768918909574,0.3978920813210929,0,0,1.9388486842105264,3.0381142232275384,ZFHX2;ANP32B;ARID1B,GO_Biological_Process_2023
Regulation Of Neuron Apoptotic Process (GO:0043523),2/105,0.211006832977867,0.3978920813210929,0,0,2.38002773925104,3.703001292675972,SIGMAR1;IL6ST,GO_Biological_Process_2023
Regulation Of Developmental Growth (GO:0048638),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,LATS2,GO_Biological_Process_2023
JNK Cascade (GO:0007254),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,MAP2K4,GO_Biological_Process_2023
Negative Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120033),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,YAP1,GO_Biological_Process_2023
Organic Cyclic Compound Biosynthetic Process (GO:1901362),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,MOCS2,GO_Biological_Process_2023
Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903320),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,HSP90AA1,GO_Biological_Process_2023
Regulation Of Striated Muscle Contraction (GO:0006942),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,CALM2,GO_Biological_Process_2023
Response To Steroid Hormone (GO:0048545),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,YAP1,GO_Biological_Process_2023
Positive Regulation Of Dephosphorylation (GO:0035306),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,CALM2,GO_Biological_Process_2023
Positive Regulation Of Endopeptidase Activity (GO:0010950),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,PRELID1,GO_Biological_Process_2023
Heterotypic Cell-Cell Adhesion (GO:0034113),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,DSG2,GO_Biological_Process_2023
Integrated Stress Response Signaling (GO:0140467),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,CREBZF,GO_Biological_Process_2023
Positive Regulation Of Viral Genome Replication (GO:0045070),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,DDB1,GO_Biological_Process_2023
Protein Acetylation (GO:0006473),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,HAT1,GO_Biological_Process_2023
Morphogenesis Of An Epithelium (GO:0002009),1/29,0.2113911233802811,0.3978920813210929,0,0,4.367063492063492,6.78661404096635,LHX1,GO_Biological_Process_2023
Response To Calcium Ion (GO:0051592),2/106,0.2139908848218619,0.4007566701675744,0,0,2.3570234113712374,3.634110218198892,AQP3;CALM2,GO_Biological_Process_2023
Positive Regulation Of Protein Metabolic Process (GO:0051247),3/196,0.2150134528983979,0.4007566701675744,0,0,1.908419689119171,2.933345416838727,DDB1;HSP90AA1;ASB11,GO_Biological_Process_2023
Monoatomic Ion Transport (GO:0006811),2/107,0.216978976596705,0.4007566701675744,0,0,2.334457261165336,3.566945206021168,PANX1;SLC9A4,GO_Biological_Process_2023
Negative Regulation Of Epithelial To Mesenchymal Transition (GO:0010719),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,SPRED1,GO_Biological_Process_2023
Regulation Of Dendritic Spine Morphogenesis (GO:0061001),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,CAPRIN2,GO_Biological_Process_2023
Regulation Of Potassium Ion Transport (GO:0043266),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,ANK2,GO_Biological_Process_2023
"Phagocytosis, Engulfment (GO:0006911)",1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,GULP1,GO_Biological_Process_2023
Response To Epidermal Growth Factor (GO:0070849),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Protein Targeting To Mitochondrion (GO:1903955),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,FBXW7,GO_Biological_Process_2023
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,KLRC3,GO_Biological_Process_2023
Negative Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901020),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,CALM2,GO_Biological_Process_2023
Regulation Of Calcium-Mediated Signaling (GO:0050848),1/30,0.2178276093532878,0.4007566701675744,0,0,4.216262239250745,6.425799996664095,CALM2,GO_Biological_Process_2023
Regulation Of Apoptotic Process (GO:0042981),8/705,0.2181296427591094,0.4007566701675744,0,0,1.4173184616096637,2.158102209449014,PRELID1;HSP90AA1;LATS2;RYBP;SIGMAR1;ANP32B;IL6ST;STK3,GO_Biological_Process_2023
Positive Regulation Of Translation (GO:0045727),2/108,0.2199708463089791,0.4007566701675744,0,0,2.312316887378413,3.501449566894726,METTL8;UHMK1,GO_Biological_Process_2023
Negative Regulation Of Developmental Process (GO:0051093),2/109,0.222966235783972,0.4007566701675744,0,0,2.2905903523538638,3.437568947576844,KLF7;ANP32B,GO_Biological_Process_2023
Cell-Matrix Adhesion (GO:0007160),2/109,0.222966235783972,0.4007566701675744,0,0,2.2905903523538638,3.437568947576844,MKLN1;ITGB8,GO_Biological_Process_2023
Positive Regulation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0043280),2/109,0.222966235783972,0.4007566701675744,0,0,2.2905903523538638,3.437568947576844,ANP32B;SENP1,GO_Biological_Process_2023
Regulation Of Intracellular Signal Transduction (GO:1902531),4/297,0.2241482066555508,0.4007566701675744,0,0,1.6780646961598729,2.509458173328391,SPRED1;SGMS1;CALM2;STK3,GO_Biological_Process_2023
Regulation Of Dendrite Morphogenesis (GO:0048814),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,CAPRIN2,GO_Biological_Process_2023
Regulation Of Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:1902041),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,FAIM,GO_Biological_Process_2023
Regulation Of Gluconeogenesis (GO:0006111),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,DDB1,GO_Biological_Process_2023
acyl-CoA Metabolic Process (GO:0006637),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,ACSM2B,GO_Biological_Process_2023
Regulation Of Macrophage Activation (GO:0043030),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,TNIP2,GO_Biological_Process_2023
Regulation Of Protein Autophosphorylation (GO:0031952),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,CALM2,GO_Biological_Process_2023
Regulation Of Response To Biotic Stimulus (GO:0002831),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,ZMPSTE24,GO_Biological_Process_2023
Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090092),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,LATS2,GO_Biological_Process_2023
Central Nervous System Neuron Differentiation (GO:0021953),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,LHX1,GO_Biological_Process_2023
Positive Regulation Of Glucose Transmembrane Transport (GO:0010828),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,C2CD5,GO_Biological_Process_2023
Positive Regulation Of Mononuclear Cell Migration (GO:0071677),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,CD47,GO_Biological_Process_2023
Positive Regulation Of Proteolysis Involved In Protein Catabolic Process (GO:1903052),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,FBXW7,GO_Biological_Process_2023
Negative Regulation Of Cell-Matrix Adhesion (GO:0001953),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,PLET1,GO_Biological_Process_2023
Regulation Of Cell Morphogenesis (GO:0022604),1/31,0.2242118815474975,0.4007566701675744,0,0,4.075514403292181,6.093561498022166,EFNA5,GO_Biological_Process_2023
Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101),2/111,0.2289665612303282,0.4044325341706947,0,0,2.2483332383611603,3.314446335048492,SPRED1;UBE2D1,GO_Biological_Process_2023
Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015),2/111,0.2289665612303282,0.4044325341706947,0,0,2.2483332383611603,3.314446335048492,SPRED1;LATS2,GO_Biological_Process_2023
Mitotic Cell Cycle Phase Transition (GO:0044772),2/111,0.2289665612303282,0.4044325341706947,0,0,2.2483332383611603,3.314446335048492,CCNB1;LATS2,GO_Biological_Process_2023
'De Novo' Post-Translational Protein Folding (GO:0051084),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,DNAJB14,GO_Biological_Process_2023
Negative Regulation Of Fat Cell Differentiation (GO:0045599),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,YAP1,GO_Biological_Process_2023
Negative Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032435),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,RYBP,GO_Biological_Process_2023
Regulation Of Metaphase/Anaphase Transition Of Cell Cycle (GO:1902099),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,ARID1B,GO_Biological_Process_2023
Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0042269),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,KLRC3,GO_Biological_Process_2023
Intracellular pH Reduction (GO:0051452),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,CLCN3,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomerase (GO:0032212),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,HMBOX1,GO_Biological_Process_2023
Proteoglycan Biosynthetic Process (GO:0030166),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,HS3ST3B1,GO_Biological_Process_2023
Muscle Cell Development (GO:0055001),1/32,0.2305443608884929,0.4044325341706947,0,0,3.943847072879331,5.786854057382299,ANK2,GO_Biological_Process_2023
Regulation Of MAPK Cascade (GO:0043408),3/204,0.2321034645917854,0.4065392473945624,0,0,1.831716417910448,2.675353782758099,MAP2K1;SPRED1;STK3,GO_Biological_Process_2023
Negative Regulation Of Epithelial Cell Migration (GO:0010633),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,MCC,GO_Biological_Process_2023
Regulation Of Protein Polymerization (GO:0032271),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,HSP90AA1,GO_Biological_Process_2023
Positive Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0045742),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,FBXW7,GO_Biological_Process_2023
Positive Regulation Of Establishment Of Protein Localization To Mitochondrion (GO:1903749),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,FBXW7,GO_Biological_Process_2023
Epithelial Tube Morphogenesis (GO:0060562),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,LHX1,GO_Biological_Process_2023
Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,ANK2,GO_Biological_Process_2023
Positive Regulation Of Protein Dephosphorylation (GO:0035307),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,CALM2,GO_Biological_Process_2023
Inositol Lipid-Mediated Signaling (GO:0048017),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,PLCG1,GO_Biological_Process_2023
intra-Golgi Vesicle-Mediated Transport (GO:0006891),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,COPB2,GO_Biological_Process_2023
Regulation Of G0 To G1 Transition (GO:0070316),1/33,0.2368254649960053,0.4085059312621064,0,0,3.820408950617284,5.503038708670886,ARID1B,GO_Biological_Process_2023
Negative Regulation Of Cell Differentiation (GO:0045596),3/207,0.23857665465894,0.4109021290408148,0,0,1.804503676470588,2.585970370195887,YAP1;SPRED1;ANP32B,GO_Biological_Process_2023
Negative Regulation Of Mitotic Cell Cycle (GO:0045930),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,BTG1,GO_Biological_Process_2023
Cellular Response To Amyloid-Beta (GO:1904646),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,GRM5,GO_Biological_Process_2023
Embryonic Limb Morphogenesis (GO:0030326),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,MBNL1,GO_Biological_Process_2023
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,ARID1B,GO_Biological_Process_2023
Positive Regulation Of Organelle Organization (GO:0010638),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,C2CD5,GO_Biological_Process_2023
Purine Nucleotide Metabolic Process (GO:0006163),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,HPRT1,GO_Biological_Process_2023
Regulation Of DNA Biosynthetic Process (GO:2000278),1/34,0.2430556081085757,0.4142163891940442,0,0,3.7044519266741487,5.239817675473846,HMBOX1,GO_Biological_Process_2023
Positive Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071902),2/117,0.2470263599881285,0.4190843752467154,0,0,2.130380772346746,2.978826703293872,MAP2K1;CALM2,GO_Biological_Process_2023
Cellular Response To Amino Acid Stimulus (GO:0071230),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,SESN3,GO_Biological_Process_2023
Dendrite Morphogenesis (GO:0048813),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,KLF7,GO_Biological_Process_2023
Positive Regulation Of Cell Development (GO:0010720),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,FAIM,GO_Biological_Process_2023
Endoderm Formation (GO:0001706),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,LHX1,GO_Biological_Process_2023
Glutamate Receptor Signaling Pathway (GO:0007215),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,GRM5,GO_Biological_Process_2023
Positive Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904358),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,HMBOX1,GO_Biological_Process_2023
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,DDIT4,GO_Biological_Process_2023
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),1/35,0.2492352011379144,0.4190843752467154,0,0,3.5953159041394334,4.9951817964924485,CCNB1,GO_Biological_Process_2023
Regulation Of Protein Binding (GO:0043393),2/118,0.2500424425602383,0.4198197815175598,0,0,2.1119083315485114,2.927368102472698,CAPRIN2;STK3,GO_Biological_Process_2023
Regulation Of Protein Kinase Activity (GO:0045859),2/119,0.2530596713350089,0.4225056556066569,0,0,2.09375165896905,2.877086889638853,SPRED1;EPHA1,GO_Biological_Process_2023
Regulation Of Protein-Containing Complex Assembly (GO:0043254),2/119,0.2530596713350089,0.4225056556066569,0,0,2.09375165896905,2.877086889638853,HSP90AA1;BBS10,GO_Biological_Process_2023
Regulation Of GTPase Activity (GO:0043087),3/214,0.2537968224318722,0.4225056556066569,0,0,1.7440165876777252,2.3914325944747,RASGEF1A;EPHA1;EFNA5,GO_Biological_Process_2023
Regulation Of Intracellular Protein Transport (GO:0033157),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,UHMK1,GO_Biological_Process_2023
Negative Regulation Of Sequestering Of Calcium Ion (GO:0051283),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,PLCG1,GO_Biological_Process_2023
Regulation Of Receptor Internalization (GO:0002090),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,MKLN1,GO_Biological_Process_2023
Substrate Adhesion-Dependent Cell Spreading (GO:0034446),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,EPHA1,GO_Biological_Process_2023
Positive Regulation Of Interferon-Beta Production (GO:0032728),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,HSP90AA1,GO_Biological_Process_2023
tRNA Methylation (GO:0030488),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,METTL8,GO_Biological_Process_2023
Positive Regulation Of Signaling Receptor Activity (GO:2000273),1/36,0.2553646517587371,0.4225056556066569,0,0,3.492416225749559,4.767367291723359,FBXW7,GO_Biological_Process_2023
Regulation Of Defense Response To Virus By Host (GO:0050691),1/37,0.2614443643251304,0.431307199867766,0,0,3.395233196159122,4.55482000338841,HSP90AA1,GO_Biological_Process_2023
Regulation Of Phosphoprotein Phosphatase Activity (GO:0043666),1/37,0.2614443643251304,0.431307199867766,0,0,3.395233196159122,4.55482000338841,CALM2,GO_Biological_Process_2023
Fatty Acid Metabolic Process (GO:0006631),2/122,0.2621160760775234,0.4317877305486054,0,0,2.041097308488613,2.7329636439055194,ACSL4;ACSM2B,GO_Biological_Process_2023
Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),4/319,0.2628818871414494,0.4324216549355725,0,0,1.559109513826495,2.083048961311841,DDB1;SH3BGRL;FBXW7;FEM1C,GO_Biological_Process_2023
Regulation Of Protein Import Into Nucleus (GO:0042306),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,MDFIC,GO_Biological_Process_2023
Connective Tissue Development (GO:0061448),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,ITGB8,GO_Biological_Process_2023
Positive Regulation Of Bone Mineralization (GO:0030501),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,ACVR2B,GO_Biological_Process_2023
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,NECTIN3,GO_Biological_Process_2023
Import Into Cell (GO:0098657),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,SLC5A3,GO_Biological_Process_2023
mRNA Transcription By RNA Polymerase II (GO:0042789),1/38,0.2674747399652208,0.4346957428495517,0,0,3.3033033033033035,4.356165651217937,CREB1,GO_Biological_Process_2023
Negative Regulation Of Growth (GO:0045926),2/124,0.2681555118633429,0.4346957428495517,0,0,2.007433051624071,2.642159692057178,BTG1;CAPRIN2,GO_Biological_Process_2023
Neuron Projection Guidance (GO:0097485),2/124,0.2681555118633429,0.4346957428495517,0,0,2.007433051624071,2.642159692057178,KLF7;EFNA5,GO_Biological_Process_2023
Positive Regulation Of Cell Motility (GO:2000147),3/221,0.2691530915565719,0.4346957428495517,0,0,1.687413990825688,2.2146885893079498,SPAG9;EPHA1;PLET1,GO_Biological_Process_2023
Negative Regulation Of Cell Growth (GO:0030308),2/125,0.2711751671460031,0.4346957428495517,0,0,1.99101146290966,2.598250633701044,BTG1;CAPRIN2,GO_Biological_Process_2023
Negative Regulation Of Mitochondrion Organization (GO:0010823),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,PRELID1,GO_Biological_Process_2023
Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,RYBP,GO_Biological_Process_2023
Negative Regulation Of Transport (GO:0051051),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,NDFIP2,GO_Biological_Process_2023
Regulation Of Mitochondrial Membrane Potential (GO:0051881),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,PRELID1,GO_Biological_Process_2023
Negative Regulation Of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,RYBP,GO_Biological_Process_2023
Regulation Of Mitotic Spindle Organization (GO:0060236),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,CCSAP,GO_Biological_Process_2023
Odontogenesis (GO:0042476),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,AQP3,GO_Biological_Process_2023
Carboxylic Acid Transmembrane Transport (GO:1905039),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,SLC16A7,GO_Biological_Process_2023
Regulation Of Protein Targeting To Mitochondrion (GO:1903214),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,FBXW7,GO_Biological_Process_2023
Regulation Of Protein Tyrosine Kinase Activity (GO:0061097),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,GRM5,GO_Biological_Process_2023
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,MKLN1,GO_Biological_Process_2023
Release Of Sequestered Calcium Ion Into Cytosol (GO:0051209),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,PLCG1,GO_Biological_Process_2023
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,CREB1,GO_Biological_Process_2023
Positive Regulation Of Lymphocyte Differentiation (GO:0045621),1/39,0.2734561765591012,0.4346957428495517,0,0,3.2162118258609484,4.170184964924455,ARID1B,GO_Biological_Process_2023
Protein-Containing Complex Organization (GO:0043933),2/126,0.2741945161075486,0.4352598262686262,0,0,1.974854738529353,2.5552991291711997,YAP1;DNAJB14,GO_Biological_Process_2023
Cytosolic Transport (GO:0016482),2/127,0.2772133643349816,0.4367859410170949,0,0,1.9589565217391305,2.5132781408364187,SPAG9;SNX5,GO_Biological_Process_2023
Negative Regulation Of Protein Localization (GO:1903828),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,LATS2,GO_Biological_Process_2023
Regulation Of Microtubule Cytoskeleton Organization (GO:0070507),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,EFNA5,GO_Biological_Process_2023
Regulation Of Protein Dephosphorylation (GO:0035304),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,CALM2,GO_Biological_Process_2023
Cell Cycle G2/M Phase Transition (GO:0044839),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,CCNB1,GO_Biological_Process_2023
Cellular Response To Heat (GO:0034605),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,HSP90AA1,GO_Biological_Process_2023
Cyclic-Nucleotide-Mediated Signaling (GO:0019935),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,CREB1,GO_Biological_Process_2023
Positive Regulation Of Catalytic Activity (GO:0043085),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,SLC5A3,GO_Biological_Process_2023
Positive Regulation Of Insulin Secretion (GO:0032024),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,ACSL4,GO_Biological_Process_2023
Positive Regulation Of Monoatomic Ion Transport (GO:0043270),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,ANK2,GO_Biological_Process_2023
Water-Soluble Vitamin Metabolic Process (GO:0006767),1/40,0.2793890688796572,0.4367859410170949,0,0,3.1335865780310224,3.99579278859102,MMADHC,GO_Biological_Process_2023
Regulation Of Cell Growth (GO:0001558),3/227,0.2824000395344683,0.4408858939086954,0,0,1.641713169642857,2.0758324229008984,YAP1;BTG1;CAPRIN2,GO_Biological_Process_2023
Protein Homooligomerization (GO:0051260),2/129,0.2832487966260547,0.441125030874026,0,0,1.9279111850149169,2.431924288033446,SIGMAR1;HPRT1,GO_Biological_Process_2023
Apoptotic Process (GO:0006915),3/228,0.2846139880914948,0.441125030874026,0,0,1.6343333333333334,2.053738314175155,DDIT4;EFNA5;STK3,GO_Biological_Process_2023
Regulation Of Microtubule-Based Process (GO:0032886),1/41,0.2852738085123657,0.441125030874026,0,0,3.0550925925925925,3.832020444880164,EFNA5,GO_Biological_Process_2023
