pathway,pthwy_id,fold_enrichment,q-value,cohort
cellular response to radiation,GO:0071478,2.642651489789086,1.5158651651966135e-08,symptomatic
modulation by host of symbiont process,GO:0051851,2.642651489789086,0.0001621386132584748,symptomatic
mesenchyme development,GO:0060485,2.641250295998106,6.256432881105137e-12,symptomatic
mRNA transcription,GO:0009299,2.640483605055871,0.005337814515611241,symptomatic
regulation of peptidyl-serine phosphorylation,GO:0033135,2.6389747572815536,3.1416869857463225e-06,symptomatic
positive regulation of TOR signaling,GO:0032008,2.637864077669903,0.0007977233736521787,symptomatic
positive regulation of cell growth,GO:0030307,2.6370123295014594,5.423478653038486e-08,symptomatic
response to peptide hormone,GO:0043434,2.630556974961676,3.700237296389777e-18,symptomatic
endothelial cell proliferation,GO:0001935,2.6305569749616757,0.02494694059556951,symptomatic
mitotic cell cycle process,GO:1903047,2.626430611079383,2.4910641723343087e-24,symptomatic
regulation of protein ubiquitination,GO:0031396,2.6252427184466014,1.729668938510129e-09,symptomatic
cellular response to virus,GO:0098586,2.6239805825242715,0.00039417007190268905,symptomatic
negative regulation of cellular catabolic process,GO:0031330,2.6234151913192463,1.5446378835649615e-10,symptomatic
JNK cascade,GO:0007254,2.6219321979945884,0.0027188500798740424,symptomatic
maintenance of protein localization in organelle,GO:0072595,2.6180305131761448,0.017731043589175356,symptomatic
fat cell differentiation,GO:0045444,2.6180305131761443,3.7620698045342403e-06,symptomatic
regulation of morphogenesis of an epithelium,GO:1905330,2.614368932038835,0.0019374225037794082,symptomatic
response to mechanical stimulus,GO:0009612,2.611598005772763,1.87059851435547e-10,symptomatic
negative regulation of TORC1 signaling,GO:1904262,2.6076825664837484,0.012451887810326792,symptomatic
regulation of ERBB signaling pathway,GO:1901184,2.6076825664837484,0.001372363040198682,symptomatic
blastocyst formation,GO:0001825,2.6076825664837484,0.012465571203524954,symptomatic
regulation of embryonic development,GO:0045995,2.6076825664837484,0.00013775995607650287,symptomatic
regulation of stress fiber assembly,GO:0051492,2.6076825664837484,0.00013790760876254414,symptomatic
regulation of myelination,GO:0031641,2.6076825664837484,0.012458725749816263,symptomatic
regulation of oxidoreductase activity,GO:0051341,2.6076825664837484,0.0013734907008726331,symptomatic
regulation of osteoclast differentiation,GO:0045670,2.6017289533182604,0.0009542773653775701,symptomatic
cellular response to oxidative stress,GO:0034599,2.599886803953154,2.273759003440908e-10,symptomatic
Golgi to plasma membrane transport,GO:0006893,2.5989902912621363,0.00889620747365903,symptomatic
morphogenesis of a polarized epithelium,GO:0001738,2.5989902912621363,0.008885753645840395,symptomatic
T cell differentiation involved in immune response,GO:0002292,2.5989902912621363,0.008890977486902029,symptomatic
regulation of endopeptidase activity,GO:0052548,2.5982685499982474,8.122191358031677e-13,symptomatic
regulation of neural precursor cell proliferation,GO:2000177,2.595145631067961,4.7568773197811145e-05,symptomatic
positive regulation of apoptotic process,GO:0043065,2.595145631067961,5.412992997607527e-24,symptomatic
viral gene expression,GO:0019080,2.591585760517799,0.006361391285537152,symptomatic
regulation of mitotic cell cycle,GO:0007346,2.5893554801731193,7.719311106828429e-23,symptomatic
nucleus organization,GO:0006997,2.586407766990291,1.0798811576966236e-06,symptomatic
response to estradiol,GO:0032355,2.585202544358889,1.630023081944404e-05,symptomatic
positive regulation of actin filament bundle assembly,GO:0032233,2.579642968994676,0.0032448352687857395,symptomatic
regulation of cell-substrate adhesion,GO:0010810,2.579642968994676,6.981567343254108e-10,symptomatic
regulation of microtubule polymerization,GO:0031113,2.579642968994676,0.0032425125520579045,symptomatic
regulation of chemokine production,GO:0032642,2.5763186868181362,0.0001156647899758147,symptomatic
positive regulation of non-canonical NF-kappaB signal transduction,GO:1901224,2.5747572815533983,0.002285453890454478,symptomatic
regulation of mitotic cell cycle phase transition,GO:1901990,2.5738503575373524,5.255881884773525e-15,symptomatic
negative regulation of kinase activity,GO:0033673,2.5704299583911236,5.553892915100756e-08,symptomatic
regulation of kidney development,GO:0090183,2.570429958391123,0.042076222750497876,symptomatic
cellular response to retinoic acid,GO:0071300,2.570429958391123,0.0016428881939815798,symptomatic
regulation of collagen biosynthetic process,GO:0032965,2.570429958391123,0.0421132779884992,symptomatic
integrated stress response signaling,GO:0140467,2.570429958391123,0.04209474221473665,symptomatic
regulation of sister chromatid segregation,GO:0033045,2.570429958391123,5.6905988946689654e-05,symptomatic
positive T cell selection,GO:0043368,2.570429958391123,0.04205771957426634,symptomatic
DNA damage checkpoint signaling,GO:0000077,2.5653750322192628,2.7952528640646113e-05,symptomatic
negative regulation of ossification,GO:0030279,2.5631067961165046,0.02965869495852638,symptomatic
negative regulation of actin filament depolymerization,GO:0030835,2.5631067961165046,0.029672645426521923,symptomatic
regulation of sprouting angiogenesis,GO:1903670,2.5631067961165046,0.029644757601872938,symptomatic
negative regulation of hemopoiesis,GO:1903707,2.5631067961165046,1.9612258262858637e-05,symptomatic
oligodendrocyte differentiation,GO:0048709,2.559981056121241,0.000566699231875484,symptomatic
negative regulation of mitotic cell cycle phase transition,GO:1901991,2.5585298196948685,1.4167757624179644e-07,symptomatic
positive regulation of substrate adhesion-dependent cell spreading,GO:1900026,2.557146082637164,0.020965960050554365,symptomatic
response to testosterone,GO:0033574,2.557146082637164,0.02098703136718809,symptomatic
positive regulation of receptor signaling pathway via JAK-STAT,GO:0046427,2.557146082637164,0.020955440251231458,symptomatic
musculoskeletal movement,GO:0050881,2.557146082637164,0.020976490417229682,symptomatic
digestive tract development,GO:0048565,2.555398204248485,4.5484332905020184e-06,symptomatic
positive regulation of peptidyl-serine phosphorylation,GO:0033138,2.552199958686222,0.000194716008475888,symptomatic
axon extension,GO:0048675,2.552199958686222,0.014697569319218767,symptomatic
glycolytic process,GO:0006096,2.552199958686222,0.014705362304011566,symptomatic
positive regulation of receptor signaling pathway via STAT,GO:1904894,2.552199958686222,0.014689784589706469,symptomatic
positive regulation of programmed cell death,GO:0043068,2.549841178687436,9.404713571079941e-24,symptomatic
mitotic spindle assembly,GO:0090307,2.5480296973158194,0.010497433846700766,symptomatic
positive chemotaxis,GO:0050918,2.5480296973158194,0.010491469395651503,symptomatic
regulation of lipid storage,GO:0010883,2.5480296973158194,0.010479560803828971,symptomatic
establishment of protein localization to plasma membrane,GO:0061951,2.5480296973158194,0.010485511718538697,symptomatic
"regulation of alternative mRNA splicing, via spliceosome",GO:0000381,2.5444660194174755,0.007619431230898733,symptomatic
ribonucleoside diphosphate catabolic process,GO:0009191,2.5444660194174755,0.007614722064501391,symptomatic
cardiac chamber development,GO:0003205,2.5433905899925318,1.7003447547415038e-07,symptomatic
"positive regulation of DNA-templated transcription, elongation",GO:0032786,2.541385552081619,0.005337877668157611,symptomatic
aorta development,GO:0035904,2.541385552081619,0.005334420493502069,symptomatic
regulation of mitotic nuclear division,GO:0007088,2.541385552081619,2.3592929921329055e-05,symptomatic
positive regulation of wound healing,GO:0090303,2.5386962552011094,0.0038485717024674478,symptomatic
mitotic cell cycle checkpoint signaling,GO:0007093,2.5374757281553397,7.882428438174032e-06,symptomatic
positive regulation of fat cell differentiation,GO:0045600,2.5363280683958846,0.0027191743322615017,symptomatic
regulation of generation of precursor metabolites and energy,GO:0043467,2.5352469396369774,3.7855759710678507e-06,symptomatic
embryonic heart tube morphogenesis,GO:0003143,2.5342267195405443,0.0019366960570652118,symptomatic
muscle tissue morphogenesis,GO:0060415,2.5342267195405443,0.0019382079197170974,symptomatic
signal transduction in response to DNA damage,GO:0042770,2.5332624019151484,1.8629742865271705e-06,symptomatic
regulation of vasculature development,GO:1901342,2.5327997900813437,9.811899326657416e-13,symptomatic
regulation of protein modification by small protein conjugation or removal,GO:1903320,2.5301373725979937,2.2752131673705628e-10,symptomatic
negative regulation of RNA catabolic process,GO:1902369,2.5277535989286912,0.0004708695471545646,symptomatic
epithelial cell proliferation,GO:0050673,2.527108105159812,9.670505556508e-08,symptomatic
regulation of G2/M transition of mitotic cell cycle,GO:0010389,2.523291544914695,0.00011530462099494087,symptomatic
positive regulation of protein catabolic process,GO:0045732,2.5228294036061025,5.176667656007111e-09,symptomatic
regulation of signaling receptor activity,GO:0010469,2.522384538608112,8.001749297216561e-05,symptomatic
cellular response to ketone,GO:1901655,2.522384538608112,8.010719868177567e-05,symptomatic
regulation of protein kinase activity,GO:0045859,2.5205724807499164,1.4245774051474486e-19,symptomatic
regulation of autophagy,GO:0010506,2.5200293709716894,6.108491365323542e-15,symptomatic
regulation of chromosome segregation,GO:0051983,2.518105684428963,9.431240478845978e-06,symptomatic
regulation of TOR signaling,GO:0032006,2.516504854368932,3.1756644214776723e-06,symptomatic
peptidyl-serine phosphorylation,GO:0018105,2.5143605932455775,5.138043529148571e-07,symptomatic
positive regulation of cell cycle process,GO:0090068,2.5088292404340375,1.7538340669104802e-10,symptomatic
positive regulation of cell migration,GO:0030335,2.5036313897977793,1.2946791844079948e-22,symptomatic
negative regulation of lipid biosynthetic process,GO:0051055,2.4990291262135926,0.008791431754698516,symptomatic
negative regulation of leukocyte differentiation,GO:1902106,2.4990291262135926,6.68934801776116e-05,symptomatic
hair follicle development,GO:0001942,2.4990291262135926,0.0007962440396248143,symptomatic
positive regulation of organelle assembly,GO:1902117,2.4990291262135926,0.0007955510509045141,symptomatic
regulation of stem cell population maintenance,GO:2000036,2.499029126213592,0.0022642540821456053,symptomatic
translational initiation,GO:0006413,2.499029126213592,0.002265961664409667,symptomatic
myeloid cell homeostasis,GO:0002262,2.499029126213592,5.405826334958812e-06,symptomatic
skeletal muscle cell differentiation,GO:0035914,2.499029126213592,0.006292487776187381,symptomatic
positive regulation of transcription by RNA polymerase I,GO:0045943,2.499029126213592,0.049969022402831874,symptomatic
homotypic cell-cell adhesion,GO:0034109,2.499029126213592,0.004491827140403796,symptomatic
positive regulation of neural precursor cell proliferation,GO:2000179,2.499029126213592,0.004488808439368578,symptomatic
cardiocyte differentiation,GO:0035051,2.499029126213592,3.2983199767305256e-05,symptomatic
mitotic spindle organization,GO:0007052,2.499029126213592,0.00027570789683453294,symptomatic
epithelial cell migration,GO:0010631,2.499029126213592,0.0001370251382875529,symptomatic
regulation of actin filament bundle assembly,GO:0032231,2.499029126213592,0.0001371723188872173,symptomatic
RNA stabilization,GO:0043489,2.499029126213592,0.00226254907154158,symptomatic
positive regulation of cell cycle,GO:0045787,2.499029126213592,2.6852261800386415e-13,symptomatic
DNA synthesis involved in DNA repair,GO:0000731,2.499029126213592,0.034710763367697565,symptomatic
regulation of collagen metabolic process,GO:0010712,2.499029126213592,0.034679379314019716,symptomatic
regulation of binding,GO:0051098,2.499029126213592,8.798629711082609e-10,symptomatic
protein targeting to ER,GO:0045047,2.499029126213592,0.04999047754340844,symptomatic
regulation of JUN kinase activity,GO:0043506,2.499029126213592,0.03469506424360543,symptomatic
mitotic cell cycle,GO:0000278,2.4906148867313913,2.1902560534879067e-24,symptomatic
rhythmic process,GO:0048511,2.4897390551124263,6.556023897275149e-11,symptomatic
regulation of multicellular organismal development,GO:2000026,2.488888888888889,0.008491719817591047,asymptomatic
respiratory tube development,GO:0030323,2.4860807887720715,5.43273641881846e-08,symptomatic
lung development,GO:0030324,2.48580674988442,7.894734446088506e-08,symptomatic
regulation of reactive oxygen species metabolic process,GO:2000377,2.481794442584533,4.465140769964562e-06,symptomatic
digestive system development,GO:0055123,2.481794442584533,4.458706849546745e-06,symptomatic
regulation of angiogenesis,GO:0045765,2.481794442584533,1.0882361403442585e-11,symptomatic
positive regulation of protein serine/threonine kinase activity,GO:0071902,2.479656807405735,1.9255869480549562e-05,symptomatic
regulation of protein binding,GO:0043393,2.479656807405735,1.9230698409333158e-05,symptomatic
regulation of post-translational protein modification,GO:1901873,2.478711816244376,7.252688196262815e-10,symptomatic
negative regulation of small molecule metabolic process,GO:0062014,2.4761022534960366,0.0001134189974849508,symptomatic
regulation of carbohydrate biosynthetic process,GO:0043255,2.473265939345411,0.00032811734443672367,symptomatic
multicellular organism growth,GO:0035264,2.4721578452865645,0.00046425752556476547,symptomatic
ureteric bud development,GO:0001657,2.470950147267372,0.0006645753004763385,symptomatic
embryonic heart tube development,GO:0035050,2.4696287835522557,0.0009369540531029319,symptomatic
regulation of DNA binding,GO:0051101,2.4681769147788564,0.0013461049009219927,symptomatic
regulation of axonogenesis,GO:0050770,2.4673958461349392,1.8096562064409494e-06,symptomatic
protein K48-linked ubiquitination,GO:0070936,2.4665742024965325,0.00190588840414122,symptomatic
positive regulation of proteasomal ubiquitin-dependent protein catabolic process,GO:0032436,2.4665742024965325,0.0019043959308411877,symptomatic
cranial skeletal system development,GO:1904888,2.464795850512036,0.00266357459269186,symptomatic
positive regulation of chemokine production,GO:0032722,2.464795850512036,0.0026655359878263903,symptomatic
stem cell proliferation,GO:0072089,2.464795850512036,0.0026675002737422534,symptomatic
response to ischemia,GO:0002931,2.4605825242718447,0.005253718536565965,symptomatic
heart looping,GO:0001947,2.4605825242718447,0.005257150096681293,symptomatic
phosphatidylinositol biosynthetic process,GO:0006661,2.459361997226075,3.24594489932497e-05,symptomatic
peptidyl-serine modification,GO:0018209,2.456188626907074,7.125441138232904e-07,symptomatic
cellular response to heat,GO:0034605,2.455186509964231,0.010276326950720805,symptomatic
positive regulation of developmental growth,GO:0048639,2.454136387419336,1.5148879914489838e-06,symptomatic
cellular response to type II interferon,GO:0071346,2.453592233009709,0.00013453239586113454,symptomatic
face development,GO:0060324,2.451877633266166,0.014402010926885131,symptomatic
regulation of neuroblast proliferation,GO:1902692,2.451877633266166,0.01440969609813747,symptomatic
phosphatidylinositol metabolic process,GO:0046488,2.451877633266166,3.178682140838146e-06,symptomatic
ovarian follicle development,GO:0001541,2.451877633266166,0.014394333948779115,symptomatic
non-canonical Wnt signaling pathway,GO:0035567,2.451877633266166,0.014386665150724358,symptomatic
negative regulation of endothelial cell migration,GO:0010596,2.451877633266166,0.014379004519653684,symptomatic
negative regulation of apoptotic process,GO:0043066,2.4487131035381506,1.8821549697832866e-35,symptomatic
ERK1 and ERK2 cascade,GO:0070371,2.44802853180107,0.0206486906659475,symptomatic
regulation of kinase activity,GO:0043549,2.4468672279434793,1.8020768068479133e-20,symptomatic
post-transcriptional regulation of gene expression,GO:0010608,2.4460631909759245,3.9306484207773355e-20,symptomatic
response to BMP,GO:0071772,2.443495145631068,0.0007799930960327945,symptomatic
regulation of mitotic metaphase/anaphase transition,GO:0030071,2.443495145631068,0.000777268229321763,symptomatic
cellular response to BMP stimulus,GO:0071773,2.443495145631068,0.0007806773005029988,symptomatic
mesonephric epithelium development,GO:0072163,2.443495145631068,0.0007786282787169017,symptomatic
regulation of purine nucleotide metabolic process,GO:1900542,2.443495145631068,0.0007779476595921491,symptomatic
multicellular organismal movement,GO:0050879,2.443495145631068,0.028905610642903763,symptomatic
response to electrical stimulus,GO:0051602,2.443495145631068,0.028919271139426876,symptomatic
mesonephric tubule development,GO:0072164,2.443495145631068,0.0007793100898191057,symptomatic
microtubule cytoskeleton organization involved in mitosis,GO:1902850,2.4417994515674795,2.681643503260133e-05,symptomatic
formation of primary germ layer,GO:0001704,2.4380771963059438,5.433129754683203e-05,symptomatic
positive regulation of interleukin-10 production,GO:0032733,2.4380771963059438,0.040892549903272415,symptomatic
organelle transport along microtubule,GO:0072384,2.4380771963059438,0.001583696297214346,symptomatic
'de novo' protein folding,GO:0006458,2.4380771963059438,0.04087448782292644,symptomatic
muscle organ morphogenesis,GO:0048644,2.4349514563106793,0.0022051126014366006,symptomatic
negative regulation of cell growth,GO:0030308,2.4329172445677303,2.8036908023218556e-07,symptomatic
regulation of chromosome separation,GO:1905818,2.43148779847809,0.0031440023417528616,symptomatic
regulation of steroid biosynthetic process,GO:0050810,2.43148779847809,0.003141727376237845,symptomatic
negative regulation of phosphorus metabolic process,GO:0010563,2.4307496418908165,8.814863606542342e-14,symptomatic
epithelium migration,GO:0090132,2.428962889030034,0.00022198040023939074,symptomatic
regulation of endothelial cell proliferation,GO:0001936,2.425528269560251,3.2066113557409204e-05,symptomatic
positive regulation of proteolysis,GO:0045862,2.425093353248693,1.2803663063206925e-12,symptomatic
negative regulation of cell cycle,GO:0045786,2.4233009708737865,1.410000789465824e-13,symptomatic
pallium development,GO:0021543,2.421739565609048,2.188504502709927e-07,symptomatic
mammary gland development,GO:0030879,2.4209344660194176,6.609354968010343e-05,symptomatic
regulation of transferase activity,GO:0051338,2.420934466019417,3.9203605275105894e-24,symptomatic
negative regulation of programmed cell death,GO:0043069,2.4203409126846083,2.663278461083761e-35,symptomatic
positive regulation of cell motility,GO:2000147,2.420112416964742,2.3294331320470804e-21,symptomatic
regulation of extracellular matrix organization,GO:1903053,2.4184152834325086,0.008527772638283746,symptomatic
sprouting angiogenesis,GO:0002040,2.4184152834325086,0.008522732583532987,symptomatic
positive regulation of nuclear division,GO:0051785,2.4184152834325086,0.008517698482774847,symptomatic
regulation of epidermal growth factor receptor signaling pathway,GO:0042058,2.4184152834325086,0.008512670325465061,symptomatic
maintenance of protein location,GO:0045185,2.4166435506241335,0.0009095604133606195,symptomatic
regulation of nucleotide metabolic process,GO:0006140,2.4166435506241335,0.0009087836751767078,symptomatic
positive regulation of lipid biosynthetic process,GO:0046889,2.412855708068296,0.0013094050533389943,symptomatic
regulation of cell cycle G2/M phase transition,GO:1902749,2.412855708068296,0.00019580934695332286,symptomatic
negative regulation of BMP signaling pathway,GO:0030514,2.412855708068296,0.011956776522881896,symptomatic
"CD4-positive, alpha-beta T cell differentiation",GO:0043367,2.412855708068296,0.011963404447783715,symptomatic
protein localization to chromosome,GO:0034502,2.412855708068296,0.0013083202107098816,symptomatic
cellular response to organonitrogen compound,GO:0071417,2.4122255551019682,2.699670874383493e-20,symptomatic
negative regulation of phosphate metabolic process,GO:0045936,2.4100226093895465,1.7622306092769799e-13,symptomatic
cytoskeleton-dependent cytokinesis,GO:0061640,2.4097780859916784,0.0002830879779542742,symptomatic
enzyme-linked receptor protein signaling pathway,GO:0007167,2.4094873659909557,7.575342111573988e-23,symptomatic
positive regulation of dephosphorylation,GO:0035306,2.4064724919093847,0.016935062024199893,symptomatic
lung alveolus development,GO:0048286,2.4064724919093847,0.016943928548819893,symptomatic
Fc receptor signaling pathway,GO:0038093,2.4064724919093847,0.016961689480212785,symptomatic
protein sumoylation,GO:0016925,2.4064724919093847,0.016952804362622313,symptomatic
pyridine-containing compound catabolic process,GO:0072526,2.4064724919093847,0.016926204774187235,symptomatic
negative regulation of catabolic process,GO:0009895,2.4059420813976136,7.980033675046382e-13,symptomatic
positive regulation of epithelial cell proliferation,GO:0050679,2.4010279840091378,1.3564957718488718e-07,symptomatic
negative regulation of cell cycle phase transition,GO:1901988,2.400814007716115,1.694280996207751e-08,symptomatic
negative regulation of osteoblast differentiation,GO:0045668,2.399067961165049,0.024031148063244658,symptomatic
response to carbohydrate,GO:0009743,2.399067961165049,1.597641612783145e-06,symptomatic
regulation of peptidase activity,GO:0052547,2.399067961165049,7.05472158198445e-11,symptomatic
negative regulation of smooth muscle cell proliferation,GO:0048662,2.399067961165049,0.024019280829633182,symptomatic
cardiac chamber morphogenesis,GO:0003206,2.399067961165049,0.00010301252545972739,symptomatic
positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0090100,2.399067961165049,0.0005288322834819146,symptomatic
negative regulation of mRNA metabolic process,GO:1903312,2.399067961165049,0.0005283484479069083,symptomatic
determination of heart left/right asymmetry,GO:0061371,2.393436346232736,0.005075095718536053,symptomatic
cellular response to external stimulus,GO:0071496,2.393009708737864,6.0626158238228516e-12,symptomatic
heart morphogenesis,GO:0003007,2.3928927540578027,1.7980856587666814e-09,symptomatic
mammary gland morphogenesis,GO:0060443,2.390375685943436,0.03371435720983479,symptomatic
response to ionizing radiation,GO:0010212,2.390375685943436,3.807833874065719e-05,symptomatic
cellular response to hormone stimulus,GO:0032870,2.390375685943436,2.8741619950711645e-18,symptomatic
autonomic nervous system development,GO:0048483,2.390375685943436,0.033683369749163986,symptomatic
positive regulation of cytokinesis,GO:0032467,2.390375685943436,0.03369885635594521,symptomatic
molting cycle process,GO:0022404,2.385436893203883,0.0015231343314535434,symptomatic
hair cycle process,GO:0022405,2.385436893203883,0.001524368638043052,symptomatic
negative regulation of transferase activity,GO:0051348,2.3822520642409946,8.612949127662103e-08,symptomatic
cellular response to hexose stimulus,GO:0071331,2.3800277392510405,0.002120203384151294,symptomatic
phospholipid dephosphorylation,GO:0046839,2.3800277392510405,0.04802676662820507,symptomatic
"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",GO:0000288,2.3800277392510405,0.04804759350011669,symptomatic
synaptic vesicle recycling,GO:0036465,2.38002773925104,0.009944173333798082,symptomatic
positive regulation of protein localization to plasma membrane,GO:1903078,2.38002773925104,0.009949924735379227,symptomatic
regulation of RNA stability,GO:0043487,2.3774547362896876,1.0035226983023734e-06,symptomatic
DNA integrity checkpoint signaling,GO:0031570,2.376126054432596,0.0001604853684901699,symptomatic
endothelium development,GO:0003158,2.3753148130347013,0.0008892455749463054,symptomatic
positive regulation of protein kinase activity,GO:0045860,2.372619092591893,4.872812767942963e-09,symptomatic
regulation of cell cycle phase transition,GO:1901987,2.3723502304147464,2.9540075121521965e-15,symptomatic
apoptotic process,GO:0006915,2.372284108329075,5.820852591190574e-38,symptomatic
regulation of DNA biosynthetic process,GO:2000278,2.3719598486095115,0.00022880616831105397,symptomatic
gland development,GO:0048732,2.371171822081734,4.304140259679935e-15,symptomatic
protein autophosphorylation,GO:0046777,2.370873786407767,1.116542880744041e-05,symptomatic
cellular response to carbohydrate stimulus,GO:0071322,2.3702131918726854,0.0012922476914018456,symptomatic
regulation of intracellular transport,GO:0032386,2.3694498381877023,1.7645318210887233e-09,symptomatic
regulation of mRNA stability,GO:0043488,2.369021830630226,2.9796028880976452e-06,symptomatic
regulation of circadian rhythm,GO:0042752,2.3675012774655086,0.00032885038244768165,symptomatic
tissue migration,GO:0090130,2.3675012774655086,0.0003291681122857953,symptomatic
cytokinesis,GO:0000910,2.3675012774655086,0.0003294864566883928,symptomatic
positive regulation of transferase activity,GO:0051347,2.3661020450320183,5.13733323160059e-13,symptomatic
regulation of metaphase/anaphase transition of cell cycle,GO:1902099,2.3646727215784527,0.0018389587014697624,symptomatic
regulation of animal organ morphogenesis,GO:2000027,2.3646727215784527,0.001837508418582168,symptomatic
negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,GO:0090101,2.3639464707425875,2.3472843486713755e-05,symptomatic
development of primary male sexual characteristics,GO:0046546,2.3639464707425875,2.3442477583108694e-05,symptomatic
positive regulation of proteasomal protein catabolic process,GO:1901800,2.3627184466019417,0.0004703847824475835,symptomatic
viral process,GO:0016032,2.3612873633514257,7.657292086855183e-09,symptomatic
"CD4-positive, alpha-beta T cell activation",GO:0035710,2.3601941747572814,0.00590932469175407,symptomatic
regulation of cartilage development,GO:0061035,2.3601941747572814,0.005905524482949084,symptomatic
mesoderm formation,GO:0001707,2.3601941747572814,0.005913129794581987,symptomatic
positive regulation of locomotion,GO:0040017,2.3580582524271843,2.3505379249475887e-20,symptomatic
regulation of cellular catabolic process,GO:0031329,2.3537367351546625,7.938940944635163e-24,symptomatic
regulation of epithelial cell proliferation,GO:0050678,2.3536562407551838,2.499804547613757e-12,symptomatic
erythrocyte differentiation,GO:0030218,2.3520274129069105,0.0009545921596375535,symptomatic
nuclear-transcribed mRNA catabolic process,GO:0000956,2.3520274129069105,0.0009562060094425197,symptomatic
receptor signaling pathway via JAK-STAT,GO:0007259,2.3520274129069105,0.027543209265383378,symptomatic
pyridine nucleotide catabolic process,GO:0019364,2.3520274129069105,0.027556312599953017,symptomatic
positive regulation of ubiquitin-dependent protein catabolic process,GO:2000060,2.3520274129069105,0.0009553984030156257,symptomatic
negative regulation of epithelial cell migration,GO:0010633,2.35202741290691,0.008175776442022957,symptomatic
positive regulation of muscle cell differentiation,GO:0051149,2.35202741290691,0.008180663337684657,symptomatic
regulation of viral genome replication,GO:0045069,2.35202741290691,0.00366303902626974,symptomatic
regulation of receptor signaling pathway via STAT,GO:1904892,2.35202741290691,0.0036604774605171037,symptomatic
cellular response to endogenous stimulus,GO:0071495,2.351003010723588,1.0647917196829666e-40,symptomatic
heart development,GO:0007507,2.3489107688085356,1.895444355917019e-19,symptomatic
mitotic nuclear division,GO:0140014,2.348485202947713,7.072117256555236e-06,symptomatic
positive regulation of nervous system development,GO:0051962,2.346027342976025,4.4640425588078234e-10,symptomatic
negative regulation of neuron apoptotic process,GO:0043524,2.3447680690399135,1.012836266224544e-05,symptomatic
cellular response to glucose stimulus,GO:0071333,2.3447680690399135,0.005153087354334818,symptomatic
negative regulation of gene expression,GO:0010629,2.3441306266548985,1.1429492164403014e-33,symptomatic
regulation of lipid catabolic process,GO:0050994,2.3428398058252426,0.011391564328005241,symptomatic
urogenital system development,GO:0001655,2.3428398058252426,0.01139792122774185,symptomatic
ribosome assembly,GO:0042255,2.3428398058252426,0.011385214515113375,symptomatic
lymphocyte proliferation,GO:0046651,2.3428398058252426,0.0001386650707868236,symptomatic
cell division,GO:0051301,2.3419472954230236,8.023568496929291e-18,symptomatic
erythrocyte homeostasis,GO:0034101,2.341432694830753,0.0005155513663157229,symptomatic
regulation of centrosome duplication,GO:0010824,2.339516628795703,0.03891849056265255,symptomatic
cell differentiation involved in kidney development,GO:0061005,2.339516628795703,0.03890113173546136,symptomatic
mesonephros development,GO:0001823,2.339516628795703,0.001964239555564579,symptomatic
regulation of sodium ion transmembrane transporter activity,GO:2000649,2.339516628795703,0.03893586488879659,symptomatic
positive regulation of cell development,GO:0010720,2.3390471291712207,3.840110798273871e-15,symptomatic
regulation of neurogenesis,GO:0050767,2.3384231412384255,3.919188187192475e-13,symptomatic
positive regulation of protein transport,GO:0051222,2.3337236976313704,1.0716593156117543e-08,symptomatic
positive regulation of developmental process,GO:0051094,2.3335826477187736,0.0461810638855699,asymptomatic
regulation of cellular response to stress,GO:0080135,2.3278627477058116,4.7994567445195394e-17,symptomatic
regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,GO:0051896,2.3256271052110167,3.191228875579961e-08,symptomatic
response to vitamin,GO:0033273,2.3246782569428763,0.003936546741849938,symptomatic
positive regulation of growth,GO:0045927,2.3246782569428763,1.2068889383590859e-08,symptomatic
cellular response to monosaccharide stimulus,GO:0071326,2.3246782569428763,0.003933803503702308,symptomatic
response to steroid hormone,GO:0048545,2.3230411595788323,1.7849972556316362e-09,symptomatic
cell death,GO:0008219,2.3215024669743753,2.9222193223756262e-37,symptomatic
transmembrane receptor protein tyrosine kinase signaling pathway,GO:0007169,2.3213730271936686,8.478667186459185e-14,symptomatic
programmed cell death,GO:0012501,2.3208533749844693,4.368878434851997e-37,symptomatic
mitochondrial membrane organization,GO:0007006,2.320527045769764,0.0005721500758097039,symptomatic
ADP metabolic process,GO:0046031,2.320527045769764,0.02266255226437974,symptomatic
in utero embryonic development,GO:0001701,2.3200862998921252,2.176925911575156e-13,symptomatic
tissue regeneration,GO:0042246,2.317940059096665,0.014244206734738255,symptomatic
ovulation cycle,GO:0042698,2.317940059096665,0.014251828033151705,symptomatic
response to monosaccharide,GO:0034284,2.316980646820549,3.377376467872338e-05,symptomatic
hippocampus development,GO:0021766,2.314890137966275,0.0021053587394014566,symptomatic
protein localization to nucleus,GO:0034504,2.314890137966275,2.892094474900738e-06,symptomatic
maintenance of cell number,GO:0098727,2.31315092674316,0.0003156655191756174,symptomatic
male gonad development,GO:0008584,2.3120269467010104,4.847048491884201e-05,symptomatic
myeloid cell differentiation,GO:0030099,2.3120269467010104,1.6710838894410215e-09,symptomatic
regulation of macroautophagy,GO:0016241,2.311240810370952,1.1620486810469745e-05,symptomatic
positive regulation of DNA metabolic process,GO:0051054,2.30933384600596,8.540171101267394e-10,symptomatic
