##DEPset=2057,background_set=13434
p-value	q-value	pathway	source	external_id	members_input_overlap	members_input_overlap_geneids	size	effective_size
2.04800567202e-10	1.27673545086e-09	HIF-1 signaling pathway - Homo sapiens (human)	KEGG	path:hsa04066	MAP2K1; PIK3CD; EGFR; GAPDH; HIF1A; VHL; PLCG1; AKT3; ELOC; SERPINE1; IL6; STAT3; PIK3CA; RPS6KB1; PFKP; CAMK2D; PIK3R3; PIK3R2; PIK3R1; EDN1; NFKB1; PDHB; LDHA; CUL2; ERBB2; IGF1R; HK2; IFNG; ENO1; VEGFA; EP300; EGLN3; AKT1; AKT2; PDK1; LDHB; MTOR; BCL2	2064; 3091; 3099; 2597; 5162; 5163; 6198; 596; 5214; 6774; 5290; 5293; 5295; 5296; 4790; 207; 208; 5335; 7422; 7428; 8453; 6921; 112399; 10000; 817; 8503; 3939; 3945; 1906; 3458; 3480; 1956; 3569; 2475; 5054; 5604; 2023; 2033	109	109
2.57098216991e-10	1.56937036622e-09	Prolactin signaling pathway - Homo sapiens (human)	KEGG	path:hsa04917	AKT1; AKT2; AKT3; STAT3; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; JAK2; MAPK8; MAPK9; CISH; SHC1; FOS; NFKB1; ESR2; KRAS; SOCS5; SOCS4; SOCS6; SOCS1; SOS2; SOCS3; ESR1; CCND1; CCND2; MAP2K1; GSK3B	1154; 10000; 3845; 3717; 9655; 5290; 5293; 5295; 5296; 2353; 2099; 9306; 4790; 8503; 122809; 9021; 6464; 8651; 207; 208; 595; 2100; 5599; 5601; 5604; 2932; 6774; 894; 6655	70	70
3.08392716475e-10	1.84406256994e-09	Human immunodeficiency virus 1 infection - Homo sapiens (human)	KEGG	path:hsa05170	NFATC1; PTK2; PPP3R1; JUN; NFKBIA; MAP2K1; BAX; IKBKB; AKT1; AKT2; AKT3; ELOC; CRK; CUL4A; B2M; CALM2; AP1G1; PIK3CA; BID; FOS; RPS6KB1; PIK3CD; PIK3R3; PIK3R2; PIK3R1; CXCR4; NFKB1; WEE1; DDB1; CUL1; CHEK1; ATM; RAC1; GNB5; FADD; CHUK; TNF; FASLG; CUL5; ITPR1; MAPK8; KRAS; CCNB2; CCNB1; MAPK9; CASP3; TAB2; PLCG1; CASP9; TLR2; CDK1; GNG5; FAS; PAK4; MTOR; PAK1; PAK2; BCL2	1111; 581; 6198; 10298; 8772; 23118; 596; 7097; 356; 1642; 5747; 1147; 3708; 891; 3725; 4772; 5290; 7852; 5293; 5295; 5296; 4790; 4792; 208; 5335; 207; 2787; 637; 5879; 8451; 3845; 8454; 6921; 10000; 805; 7465; 2353; 8503; 5599; 836; 842; 567; 355; 983; 1398; 8065; 5534; 2475; 9133; 10681; 5058; 5062; 7124; 472; 164; 3551; 5601; 5604	212	212
3.72950660404e-10	2.18549086997e-09	Non-alcoholic fatty liver disease - Homo sapiens (human)	KEGG	path:hsa04932	TGFB1; COX5A; ITCH; PIK3CD; BAX; IKBKB; AKT1; AKT2; AKT3; IL1A; IL1B; EIF2S1; XBP1; CEBPA; BCL2L11; PIK3CA; BID; FOS; JUN; PIK3R3; PIK3R2; PIK3R1; NFKB1; MAPK8; MAPK9; COX6C; NDUFA4; PRKAB2; RAC1; TNF; FASLG; PRKAA1; PPARA; COX7A2L; CASP7; CASP3; SOCS3; CXCL8; GSK3A; GSK3B; IL6; FAS; UQCRFS1; CDC42; COX7C; UQCRC1	1050; 4697; 5565; 637; 3725; 5290; 5293; 5295; 5296; 4790; 207; 208; 7384; 7386; 5879; 7040; 10000; 83737; 10018; 2353; 8503; 5599; 9021; 1345; 836; 7494; 5601; 840; 5465; 355; 356; 2931; 2932; 581; 1350; 1965; 5562; 9377; 9167; 7124; 3551; 3552; 3553; 998; 3569; 3576	150	150
4.35658614141e-10	2.50290144987e-09	Alzheimer disease - Homo sapiens (human)	KEGG	path:hsa05010	WNT3A; PTGS2; HSD17B10; COX5A; ATP2A2; PPP3R1; PSMD4; IKBKB; GAPDH; MAP2K1; NCSTN; ADAM10; AKT1; AKT2; FZD5; NOX4; ADAM17; VDAC2; VDAC1; CASP9; EIF2S1; IL1B; XBP1; PIK3CA; CSNK1A1; CALM2; AXIN2; FZD6; TUBA1C; FAS; BID; PIK3CD; DVL2; PSMA3; CTNNB1; PIK3R3; PIK3R2; PIK3R1; FADD; NFKB1; MAPK8; MAPK9; COX6C; NDUFA4; ULK1; BECN1; BACE1; RTN4; TUBA1B; ATG2B; TUBB3; SLC25A5; CHUK; NRBF2; TNF; MTOR; GSK3B; GRM5; COX7C; KRAS; PSMD2; IL1A; WNT5A; SEM1; COX7A2L; CASP7; RB1CC1; KIF5B; CASP3; ITPR1; IRS4; TUBB4B; APP; TUBB; DKK1; IL6; FRAT1; AKT3; BRAF; FZD9; APC; UQCRFS1; WNT1; TUBB2B; UQCRC1	102; 8313; 8323; 8326; 10376; 10381; 10383; 207; 208; 8408; 8471; 292; 8503; 203068; 324; 351; 355; 22943; 2475; 8678; 488; 2597; 8772; 4697; 637; 673; 4790; 6868; 805; 84790; 5599; 836; 5601; 840; 842; 2915; 2932; 9167; 7124; 23385; 23621; 1147; 9377; 5290; 5293; 5295; 5296; 7384; 7386; 7416; 7417; 29982; 7471; 7474; 1345; 1350; 50507; 5534; 1452; 1499; 3551; 3552; 3553; 5604; 3569; 347733; 5684; 5708; 5710; 9821; 3708; 5743; 7855; 89780; 3799; 3028; 3845; 10000; 10023; 7979; 57142; 55102; 1856; 7494; 1965	369	369
5.02766494925e-10	2.83289582717e-09	PD-L1 expression and PD-1 checkpoint pathway in cancer - Homo sapiens (human)	KEGG	path:hsa05235	NFATC1; PPP3R1; PIK3CD; NFKBIA; EGFR; HIF1A; PIK3R3; IKBKB; AKT1; PLCG1; AKT3; STAT3; MAP3K3; JUN; EML4; JAK2; PIK3R2; PIK3R1; JAK1; NFKB1; CD28; FOS; IFNG; CHUK; MTOR; KRAS; MAP2K1; CD274; AKT2; TLR2; PTEN; PIK3CA; RPS6KB1	3091; 5728; 6774; 4215; 1147; 3716; 3717; 3725; 4772; 5290; 5293; 5295; 5296; 4790; 4792; 207; 208; 5335; 3845; 10000; 27436; 2353; 8503; 6198; 3458; 1956; 2475; 940; 5534; 7097; 29126; 3551; 5604	89	89
5.75075303601e-10	3.17918988595e-09	Melanoma - Homo sapiens (human)	KEGG	path:hsa05218	PDGFRB; EGFR; BAX; AKT1; AKT2; AKT3; HGF; PTEN; PIK3CA; PIK3CD; RB1; PIK3R3; PIK3R2; PIK3R1; CDH1; IGF1R; CDKN2A; FGF7; TP53; MDM2; KRAS; E2F3; E2F1; CCND1; MAP2K1; MET; CDK4; BRAF; CDK6	3845; 207; 4233; 3082; 10000; 3480; 1029; 673; 5925; 5159; 5290; 5293; 5295; 5296; 1871; 8503; 581; 2252; 208; 595; 1956; 5728; 4193; 5604; 1869; 999; 7157; 1019; 1021	72	72
7.6593995314e-10	4.15593344945e-09	T cell receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04660	NFATC1; PPP3R1; PIK3CD; NFKBIA; MAP2K1; IKBKB; AKT1; PLCG1; AKT3; MAP3K8; PIK3CA; JUN; PIK3R3; PIK3R2; PIK3R1; NFKB1; MAPK8; MAPK9; MALT1; CD28; FOS; IFNG; CHUK; TNF; CDK4; KRAS; SOS2; IL10; AKT2; GSK3B; MAP3K14; PAK4; PDPK1; PAK1; PAK2; CDC42	3586; 5170; 10298; 1147; 10892; 3725; 4772; 5290; 5293; 5295; 5296; 4790; 4792; 207; 208; 5335; 7124; 3845; 10000; 1326; 2353; 8503; 5599; 9020; 2932; 3458; 940; 5534; 5058; 5062; 3551; 5601; 5604; 998; 1019; 6655	104	104
1.31820312613e-09	7.02242756285e-09	Ubiquitin mediated proteolysis - Homo sapiens (human)	KEGG	path:hsa04120	UBE2Q2; ITCH; TRIM32; RPS27A; UBE2D2; UBE2D1; VHL; XIAP; UBE2L3; TRIP12; SMURF1; UBE3B; UBE3C; MAP3K1; NEDD4; CUL5; DDB1; CUL1; CUL2; CUL3; BRCA1; UBOX5; HUWE1; SIAH1; TRIM37; UBE2E3; HERC1; MDM2; UBR5; UBE2I; UBE2H; FANCL; SOCS1; UBE2O; SOCS3; UBE2C; CDC23; CDC20; CUL4A; KEAP1; UBC; FBXW7; ELOC	9817; 8452; 6921; 991; 6233; 4193; 1642; 9320; 4214; 4734; 7316; 7321; 7322; 7328; 7329; 7332; 8925; 10477; 8451; 7428; 8453; 8454; 83737; 89910; 11065; 9021; 57154; 331; 6477; 10075; 22888; 8065; 63893; 92912; 22954; 672; 8651; 9690; 55120; 51366; 4591; 8697; 55294	140	140
1.37366049381e-09	7.18718794082e-09	Central carbon metabolism in cancer - Homo sapiens (human)	KEGG	path:hsa05230	PDGFRB; EGFR; RET; AKT1; AKT2; AKT3; PFKP; PTEN; PIK3CA; PIK3CD; NTRK3; PIK3R3; PIK3R2; PIK3R1; MYC; LDHA; LDHB; ERBB2; HK2; MTOR; HIF1A; FGFR2; PDHB; KRAS; TP53; MAP2K1; PDK1; MET	4609; 5295; 3845; 4233; 2064; 3091; 3099; 1956; 2475; 5159; 5162; 5163; 5296; 4916; 5214; 8503; 5293; 207; 208; 3939; 2263; 5979; 5728; 10000; 5604; 3945; 7157; 5290	70	70
1.70144145448e-09	8.746006073e-09	Yersinia infection - Homo sapiens (human)	KEGG	path:hsa05135	NFATC1; PTK2; ACTG1; PIK3CD; NFKBIA; ITGA5; MAP2K1; IKBKB; AKT1; PLCG1; AKT3; ROCK2; MAP2K4; CRK; IL1B; PIK3CA; FOS; JUN; PIK3R3; PIK3R2; PIK3R1; NFKB1; MAPK8; MAPK9; ITGB1; RAC1; CHUK; ARPC5; TNF; IL18; IL10; TAB2; AKT2; ACTR3C; GSK3B; IL6; GIT2; CXCL8; ACTB; CDC42; ELMO2; WASL	3586; 3606; 653857; 60; 71; 23118; 9815; 3678; 6416; 3688; 5747; 1147; 3725; 5293; 5295; 5296; 4790; 4792; 207; 208; 5335; 5879; 9475; 8976; 2353; 8503; 5599; 5601; 10092; 1398; 10000; 63916; 7124; 4772; 3551; 3553; 5604; 998; 3569; 3576; 2932; 5290	137	136
2.22015601265e-09	1.12156157191e-08	Acute myeloid leukemia - Homo sapiens (human)	KEGG	path:hsa05221	RPS6KB1; IKBKB; AKT1; MAP2K1; AKT3; RUNX1T1; CEBPA; STAT3; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; NFKB1; MYC; PIM1; CHUK; AKT2; MTOR; CCNA2; KRAS; PPARD; SOS2; CCND1; TCF7L1; TCF7L2; BRAF	2475; 3845; 4609; 10000; 6934; 83439; 673; 5467; 5290; 5292; 5293; 5295; 5296; 1050; 6198; 8503; 207; 208; 595; 862; 3551; 5604; 4790; 6774; 890; 1147; 6655	67	67
3.54399691921e-09	1.75998491073e-08	Fluid shear stress and atherosclerosis - Homo sapiens (human)	KEGG	path:hsa05418	PTK2; ACTG1; JUN; PRKAA1; CTNNB1; AKT1; AKT2; AKT3; MAP2K4; IL1A; IL1B; CALM2; PIK3CA; FOS; PIK3CD; PIK3R3; PIK3R2; PIK3R1; EDN1; NFKB1; MAPK8; MAPK9; DUSP1; KDR; ACVR2B; RAC1; IFNG; CHUK; TXN2; TNF; VEGFA; IKBKB; TP53; MEF2C; KEAP1; GSTP1; BMPR2; MMP9; HSP90AA1; ACTB; MMP2; BCL2	60; 71; 596; 9817; 93; 4208; 5747; 1147; 3725; 659; 5293; 5295; 5296; 4790; 3791; 208; 4313; 207; 4318; 25828; 5879; 3320; 3458; 10000; 805; 2353; 1843; 8503; 5599; 3552; 3553; 6416; 1906; 2950; 5562; 7157; 7124; 1499; 3551; 5601; 7422; 5290	139	139
6.92386270378e-09	3.38115295368e-08	Epithelial cell signaling in Helicobacter pylori infection - Homo sapiens (human)	KEGG	path:hsa05120	CCL5; NFKBIA; EGFR; IKBKB; PLCG1; ADAM17; ATP6V1B2; MAP2K4; JUN; NFKB1; MAPK8; MAPK9; RAC1; CHUK; LYN; F11R; ADAM10; CASP3; CXCL8; MET; MAP3K14; GIT1; ATP6V1G1; ATP6V0E1; ATP6V1C1; PAK1; CDC42	4233; 3725; 526; 6416; 1147; 836; 50848; 1956; 4790; 4792; 3551; 9020; 8992; 5058; 9550; 6352; 6868; 5335; 28964; 5599; 5601; 4067; 998; 102; 528; 5879; 3576	70	70
9.65037691555e-09	4.63534497747e-08	Longevity regulating pathway - Homo sapiens (human)	KEGG	path:hsa04211	SESN3; PIK3CD; IGF1R; BAX; AKT1; FOXO1; AKT3; RB1CC1; PIK3CA; RPS6KB1; PIK3R3; PIK3R2; PIK3R1; ATG5; NFKB1; SIRT1; ULK1; PRKAB2; CREB5; CREB1; PPARG; MTOR; PRKAA1; KRAS; TP53; APPL1; IRS4; AKT2; PRKACA; PRKACB; ATF2	9821; 6198; 581; 5290; 5293; 5295; 5296; 4790; 207; 208; 8408; 9474; 2308; 3845; 10000; 8471; 8503; 143686; 5468; 1385; 1386; 9586; 23411; 3480; 2475; 5562; 5565; 5566; 5567; 26060; 7157	89	89
9.93516190558e-09	4.69516522312e-08	Adherens junction - Homo sapiens (human)	KEGG	path:hsa04520	ACTG1; SMAD4; EGFR; TGFBR1; SMAD3; CTNNB1; WASL; IQGAP1; SNAI1; NECTIN3; CDH1; ERBB2; TGFBR2; IGF1R; RAC1; VCL; SSX2IP; SNAI2; PTPN1; EP300; ACTN4; TCF7L1; TCF7L2; MET; ACTB; PTPRJ; CDC42	6615; 7048; 4233; 5770; 8976; 4088; 6934; 3480; 1956; 2033; 71; 4089; 117178; 60; 81; 5795; 25945; 1499; 2064; 998; 999; 83439; 7046; 7414; 5879; 8826; 6591	71	71
1.02084749086e-08	4.74775102891e-08	mTOR signaling pathway - Homo sapiens (human)	KEGG	path:hsa04150	WNT3A; PIK3CD; CAB39; PRKAA1; IKBKB; AKT1; AKT2; AKT3; FNIP1; FZD5; FZD6; LPIN1; FZD9; RPS6KB1; TBC1D7; DVL2; CLIP1; PIK3R3; PIK3R2; PIK3R1; ATP6V1B2; EIF4B; RRAGD; IGF1R; ULK1; DDIT4; CHUK; TNF; MTOR; WNT5A; KRAS; SOS2; GRB10; WNT1; MAP2K1; GSK3B; PTEN; BRAF; ATP6V1G1; PIK3CA; LAMTOR4; PDPK1; ATP6V1C1; STRADB	51719; 526; 528; 7855; 6198; 51256; 5562; 5728; 6249; 1147; 8323; 8326; 23175; 55437; 5170; 58528; 673; 5290; 5293; 5296; 89780; 96459; 207; 208; 8408; 3845; 54541; 10000; 5295; 7471; 7474; 1856; 2887; 9550; 2932; 8503; 3480; 389541; 2475; 1975; 7124; 3551; 5604; 6655	155	154
1.0617160968e-08	4.86066900564e-08	TGF-beta signaling pathway - Homo sapiens (human)	KEGG	path:hsa04350	TGFB1; TGFB2; SMAD4; SMAD5; SMAD7; TGFBR1; SMAD2; SMAD3; ZFYVE9; SMAD1; RGMB; SMURF1; EP300; RPS6KB1; PPP2R1B; THBS1; MYC; CUL1; TGFBR2; ACVR2B; BMP8B; IFNG; SP1; FBN1; TNF; LEFTY1; E2F5; ID4; PPP2CB; ID2; BMPR2; TFDP1	4609; 6667; 285704; 6198; 93; 656; 659; 2200; 9372; 8454; 3458; 57154; 3398; 3400; 1875; 7027; 7040; 7042; 7046; 7048; 5516; 10637; 5519; 7057; 7124; 2033; 4086; 4087; 4088; 4089; 4090; 4092	94	94
1.20329995482e-08	5.39575815347e-08	C-type lectin receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04625	PTGS2; PPP3R1; NFATC1; JUN; RRAS2; IKBKB; AKT1; AKT2; AKT3; IL1B; CALM2; STAT2; EGR2; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; NFKB1; NFKB2; MAPK9; MALT1; NFKBIA; CHUK; PRKCD; TNF; MDM2; ITPR1; MAPK8; KRAS; IL10; IL6; MAP3K14; PAK1	3586; 4193; 10000; 5743; 6773; 1147; 3708; 10892; 3725; 4772; 5293; 5295; 5296; 4790; 4791; 4792; 207; 208; 3845; 22800; 805; 8503; 3551; 9020; 3553; 5534; 1959; 5058; 5580; 7124; 5599; 5601; 3569; 5290	104	104
1.21542675129e-08	5.39575815347e-08	Ras signaling pathway - Homo sapiens (human)	KEGG	path:hsa04014	PDGFRB; RASGRP3; RASSF1; RRAS2; RASSF5; RAP1B; MAP2K1; GAB1; IKBKB; AKT1; AKT2; AKT3; BDNF; RASAL2; CALM2; PIK3CA; PIK3CD; NTRK2; PLA2G4F; ETS2; TIAM1; ETS1; PIK3R3; PIK3R2; NF1; NFKB1; MAPK8; MAPK9; KDR; IGF1R; RAB5A; SHC1; RAC1; GNB5; EGFR; EFNA5; FGF7; CHUK; PIK3R1; VEGFA; HGF; KITLG; FGFR2; RASA1; KRAS; SOS2; PLCG1; MET; SHOC2; GNG5; PRKACA; PAK2; PRKACB; PAK4; FASLG; PAK1; RALA; CDC42	3082; 5159; 10298; 2113; 2114; 83593; 207; 8036; 10000; 627; 5908; 1147; 4233; 4763; 5921; 4254; 5290; 5293; 5296; 25780; 4790; 2252; 208; 2263; 3791; 2787; 5868; 9462; 5879; 7422; 3845; 5898; 5335; 22800; 805; 4915; 5599; 6464; 8503; 356; 3480; 1946; 7074; 1956; 11186; 10681; 5566; 5567; 5058; 5062; 3551; 5601; 255189; 5604; 998; 5295; 2549; 6655	232	232
1.2535409177e-08	5.48190281921e-08	Relaxin signaling pathway - Homo sapiens (human)	KEGG	path:hsa04926	TGFB1; MMP13; JUN; NFKBIA; EGFR; SMAD2; AKT1; AKT2; AKT3; MAP2K4; COL3A1; PIK3CA; PIK3CD; PIK3R3; PIK3R2; PIK3R1; EDN1; NFKB1; MAPK8; MAPK9; TGFBR2; TGFBR1; SHC1; FOS; GNB5; CREB5; PRKACB; CREB1; VEGFA; COL4A1; KRAS; SOS2; GNAS; MAP2K1; GNG5; PRKACA; MMP9; MMP2; ATF2	3845; 6416; 9586; 5290; 5293; 5295; 5296; 4790; 4792; 207; 208; 4313; 2778; 4318; 4322; 2787; 1281; 1282; 10000; 2353; 8503; 6464; 3725; 1385; 1386; 1906; 7040; 7046; 7048; 1956; 10681; 5566; 5567; 5599; 5601; 5604; 7422; 4087; 6655	129	129
2.25590148889e-08	9.72028141536e-08	Pathogenic Escherichia coli infection - Homo sapiens (human)	KEGG	path:hsa05130	MYH10; FAS; CXCL8; TNFSF10; CLDN16; ACTG1; MYO1D; GAPDH; BAX; IKBKB; TNFRSF10B; RPS3; ROCK2; IL1B; ABCF2; TUBA1C; TUBA1B; FOS; JUN; FADD; NFKB1; MAPK8; MAPK9; ITGB1; NFKBIA; RAC1; NAIP; CHUK; ARPC5; TUBB3; TNF; SEC24A; SEC24B; TUBB2B; IL18; CASP7; CASP3; TUBB4B; TUBB; ACTR3C; CASP9; IL6; NCL; GNA13; TAB2; FASLG; ACTB; CDC42; PAK1; PAK2; WASL	4628; 3606; 653857; 4642; 8743; 6188; 60; 4671; 8772; 581; 71; 23118; 4691; 347733; 8795; 3688; 10686; 1147; 10376; 10381; 10383; 2597; 4790; 4792; 10427; 5879; 3725; 9475; 8976; 5601; 2353; 10802; 84790; 5599; 203068; 836; 3553; 840; 842; 355; 356; 10092; 3576; 10672; 5058; 5062; 10061; 7124; 3551; 998; 3569	197	196
2.62332628861e-08	1.11396319212e-07	Osteoclast differentiation - Homo sapiens (human)	KEGG	path:hsa04380	NFATC1; TGFB2; PPP3R1; TGFB1; PIK3CD; NFKBIA; IKBKB; AKT1; AKT2; AKT3; IL1A; IL1B; STAT2; PIK3CA; FOS; JUN; PIK3R3; PIK3R2; PIK3R1; JAK1; NFKB1; NFKB2; MAPK9; TGFBR2; TGFBR1; RAC1; IFNG; CHUK; CREB1; PPARG; TNF; TNFRSF11B; MAPK8; SOCS1; SOCS3; TAB2; MAP2K1; MAP3K14	5468; 4791; 23118; 6773; 1147; 3716; 3725; 4772; 5290; 5293; 5295; 5296; 4790; 4792; 207; 208; 5879; 7042; 10000; 2353; 8503; 3551; 9020; 9021; 3552; 3553; 1385; 4982; 7040; 3458; 7046; 7048; 5534; 8651; 7124; 5599; 5601; 5604	128	127
3.49718766893e-08	1.46382283857e-07	Insulin resistance - Homo sapiens (human)	KEGG	path:hsa04931	PIK3CD; NFKBIA; PRKAA1; IKBKB; AKT1; FOXO1; AKT3; STAT3; PIK3CA; RPS6KB1; PPARGC1B; PIK3R3; PIK3R2; PIK3R1; NFKB1; MAPK8; MAPK9; PRKAB2; CREB5; PRKCE; PRKCD; CREB1; TNF; MTOR; PPARA; PTPN1; SOCS3; PPP1CA; AKT2; GSK3B; IL6; PTEN; PDPK1; GFPT2	5170; 6198; 5728; 6774; 5770; 9586; 5290; 5293; 5295; 5296; 4790; 4792; 207; 208; 9945; 7124; 2308; 10000; 8503; 5599; 9021; 5465; 1385; 2932; 5499; 133522; 3569; 2475; 5562; 5565; 5580; 5581; 3551; 5601	108	108
4.3693569616e-08	1.80312899965e-07	Longevity regulating pathway - multiple species - Homo sapiens (human)	KEGG	path:hsa04213	HDAC1; HDAC2; PIK3CD; HSPA8; SIRT1; PRKAA1; HSPA1B; AKT2; AKT3; PIK3CA; RPS6KB1; PIK3R3; PIK3R2; PIK3R1; ATG5; IGF1R; PRKAB2; MTOR; KRAS; AKT1; IRS4; FOXO1; PRKACA; PRKACB	9474; 2475; 2308; 3845; 10000; 8471; 3480; 3312; 5290; 5293; 5295; 5296; 23411; 6198; 8503; 5562; 5565; 5566; 5567; 207; 208; 3304; 3065; 3066	62	62
4.43480477544e-08	1.80471916556e-07	Sphingolipid signaling pathway - Homo sapiens (human)	KEGG	path:hsa04071	PPP2R1B; ADORA3; BAX; AKT1; AKT2; AKT3; SGMS1; NSMAF; ACER2; PIK3CA; BID; PIK3CD; PIK3R3; PIK3R2; PIK3R1; SPTLC1; NFKB1; MAPK8; MAPK9; SGPP1; RAC1; CTSD; PRKCE; TNF; KRAS; DEGS1; TP53; PPP2CB; MAP2K1; ROCK2; PTEN; GNA13; PDPK1; PPP2R5C; ABCC1; BCL2	340485; 5293; 5170; 581; 596; 5728; 637; 81537; 140; 259230; 5290; 5295; 5296; 4790; 207; 208; 8439; 9475; 3845; 4363; 10000; 8503; 10558; 8560; 5516; 5519; 5527; 10672; 5879; 5581; 7124; 5599; 5601; 5604; 1509; 7157	119	119
6.7918176311e-08	2.72603091221e-07	Coronavirus disease - COVID-19 - Homo sapiens (human)	KEGG	path:hsa05171	RPS12; IFIH1; RPS10; RPS15; RPL9; RPLP2; RPL27A; RPLP0; EGFR; IL6ST; RPS7; RPS5; RPS3; RPS2; ADAM17; IL1B; RPS8; IL6; RPL7A; RPL29; STAT2; PIK3CA; RPL27; RPL26; JUN; PIK3CD; PIK3R3; PIK3R2; PIK3R1; JAK1; NFKB1; MAPK8; MAPK9; RPLP1; RPS27A; NFKBIA; FOS; CHUK; RPL19; RPL14; RPL15; TNF; STAT3; RPL21; NRP1; IKBKB; RPSA; CXCL8; PLCG1; RPL31; TLR2; TLR3; RPL17; RPS3A; TLR7; TAB2	6154; 6157; 6159; 6160; 6175; 6176; 6181; 6187; 6188; 6189; 6193; 6201; 6202; 6204; 6206; 6209; 6155; 6233; 6773; 6774; 1147; 8829; 3716; 64135; 3725; 7097; 5290; 5293; 5295; 5296; 4790; 4792; 6144; 51284; 6868; 5335; 5601; 2353; 8503; 3551; 3553; 3921; 9045; 1956; 3569; 3572; 7098; 3576; 7124; 23118; 5599; 6130; 6133; 6138; 6139; 6143	232	231
1.47724437455e-07	5.84908921274e-07	Growth hormone synthesis, secretion and action - Homo sapiens (human)	KEGG	path:hsa04935	PTK2; MAP2K1; AKT1; PLCG1; AKT3; MAP2K4; CRK; EP300; STAT3; PIK3CA; MAP3K1; PIK3CD; PIK3R3; PIK3R2; PIK3R1; JAK2; MAPK8; MAPK9; SHC1; FOS; CREB5; CREB1; MTOR; ITPR1; KRAS; SOCS1; SOS2; SOCS3; GNAS; IRS4; AKT2; GSK3B; PRKACA; PRKACB; ATF2	207; 6774; 3708; 5290; 5293; 6416; 5295; 5296; 5747; 8651; 4214; 208; 5335; 2778; 3845; 10000; 8471; 3717; 2353; 8503; 9021; 6464; 1385; 1386; 9586; 2932; 1398; 2475; 5566; 5567; 5599; 5601; 5604; 2033; 6655	119	119
5.42422990008e-07	2.1190658143e-06	Toll-like receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04620	CCL5; PIK3CD; NFKBIA; IKBKB; AKT1; AKT2; AKT3; MAP2K4; IL1B; IL6; MAP3K8; PIK3CA; FOS; JUN; PIK3R3; PIK3R2; PIK3R1; FADD; NFKB1; MAPK8; MAPK9; RAC1; CHUK; TNF; CXCL11; TAB2; MAP2K1; TLR2; TLR3; TLR7; CXCL8	8772; 23118; 51284; 6416; 1147; 3725; 5290; 5293; 5295; 5296; 4790; 4792; 6352; 207; 208; 5879; 10000; 1326; 2353; 8503; 3551; 3553; 6373; 7097; 7098; 7124; 5599; 5601; 5604; 3569; 3576	104	104
5.86691291791e-07	2.2618493223e-06	AMPK signaling pathway - Homo sapiens (human)	KEGG	path:hsa04152	PPP2R1B; PPP2CB; ELAVL1; PIK3CD; CAB39; SIRT1; PRKAA1; AKT1; FOXO1; AKT3; CCNA2; PIK3CA; RPS6KB1; PFKP; PIK3R3; PIK3R2; PIK3R1; FASN; RAB14; IGF1R; ULK1; PRKAB2; CREB5; CREB1; PPARG; MTOR; RAB10; IRS4; PFKFB2; AKT2; CCND1; PDPK1; STRADB; PPP2R5C	51719; 5170; 6198; 3480; 595; 5208; 5214; 5527; 55437; 2194; 5290; 5293; 207; 8408; 208; 2308; 10000; 8471; 5295; 8503; 10890; 5296; 5468; 51552; 1385; 9586; 23411; 890; 5516; 5519; 2475; 5562; 5565; 1994	120	120
7.01373035503e-07	2.6375832136e-06	Insulin signaling pathway - Homo sapiens (human)	KEGG	path:hsa04910	MAP2K1; PIK3CD; PRKAA1; IKBKB; AKT1; FOXO1; AKT3; CRK; CALM2; PIK3CA; RPS6KB1; FASN; PIK3R2; PIK3R1; PIK3R3; MAPK8; MAPK9; PRKAB2; SHC1; HK2; PHKA1; MTOR; PRKAR1A; PTPN1; KRAS; SOCS4; SOCS1; SOS2; SOCS3; PPP1CA; IRS4; AKT2; GSK3B; PRKACA; BRAF; PRKACB; PDPK1	3099; 5170; 6198; 122809; 5255; 5770; 2194; 673; 5290; 5293; 5295; 5296; 207; 208; 2308; 3845; 10000; 8471; 805; 8503; 3551; 9021; 6464; 2932; 1398; 5499; 2475; 5562; 5565; 5566; 5567; 5573; 8651; 5599; 5601; 5604; 6655	137	137
7.02155258228e-07	2.6375832136e-06	B cell receptor signaling pathway - Homo sapiens (human)	KEGG	path:hsa04662	NFATC1; PPP3R1; RASGRP3; PIK3CD; NFKBIA; IKBKB; AKT1; MAP2K1; AKT3; PIK3AP1; PIK3CA; RAC1; JUN; PIK3R3; PIK3R2; PIK3R1; NFKB1; LYN; MALT1; IFITM1; FOS; CHUK; KRAS; SOS2; AKT2; GSK3B	8503; 118788; 3845; 207; 10892; 3725; 10000; 5295; 5534; 4772; 5290; 5293; 5296; 2353; 25780; 4790; 4792; 8519; 208; 3551; 4067; 5604; 2932; 5879; 1147; 6655	82	80
